DistributedCue_Left,DistributedCue_Right,FocalCue_Left,FocalCue_Right
1.07401365623598,0.682427459045654,0.659392379765578,0.519951103850396
0.957341937925697,0.61792448196496,0.538322879506333,0.473829721140646
1.11380641118787,0.913334546840243,0.717210175875744,0.58815878993516
0.929366489592833,0.855692409026286,0.687772271825368,0.621242560994911
0.963266564087526,0.876739848325018,0.623710496570282,0.559877400720009
1.08252458176838,0.835208796156,0.690523459000537,0.570171310981317
0.892505215556773,0.664393192641594,0.601492842684015,0.607927753921126
0.814416884199902,0.781312923801502,0.66063323836359,0.619406070975147
0.833961756996045,0.829700719000345,0.525130045494691,0.434658344658943
1.07104693691506,0.926629268499752,0.767942551147482,0.630375672576615
0.804315338485227,0.711886934056054,0.581276383867207,0.501194379899076
0.875414146801251,0.926791059095305,0.800360917508079,0.715414661510903
0.747069743300532,0.787979832962935,0.583419955183217,0.559578131903483
0.965710493726522,0.735703689808908,0.678188755436711,0.564523943926221
1.05534607991959,0.807433871495262,0.692938559460991,0.591686027148038
