subject,voxelIndex,region,hemisphere,X,Y,Z,resp_wordL,resp_wordR,resp_scramL,resp_scramR,xvalRSqr_locz,xvalRSqr_main,snrAfter_locz,snrAfter_main,resp_distrib_leftLow_rightLow,resp_distrib_leftLow_rightHigh,resp_distrib_leftHigh_rightLow,resp_distrib_leftHigh_rightHigh,resp_focalLeft_leftLow_rightLow,resp_focalLeft_leftLow_rightHigh,resp_focalLeft_leftHigh_rightLow,resp_focalLeft_leftHigh_rightHigh,resp_focalRight_leftLow_rightLow,resp_focalRight_leftLow_rightHigh,resp_focalRight_leftHigh_rightLow,resp_focalRight_leftHigh_rightHigh
1,328089,V1,Left,70,42,49,-0.03120545,0.3421679,0.02744718,0.2649571,7.539606,-0.1058936,3.011322,3.544756,0.02457014,-0.05038424,0.05710816,-0.02613349,-0.0354573,-0.08277346,-0.02100163,-0.05846065,0.02982813,0.06168699,-0.1138059,-0.07091328
1,328090,V1,Left,70,43,46,-0.1439538,0.6804643,-0.08755992,0.6868304,33.70037,0.8441031,6.933218,2.848516,0.03315889,-0.05091926,0.06323963,-0.05596898,-0.09556704,-0.1655518,-0.03406096,-0.1084877,0.00257555,0.06786279,-0.1557586,-0.0318374
1,328091,V1,Left,70,43,47,-0.2142283,0.5678092,-0.196018,0.5982412,25.75183,3.437793,4.830719,4.464965,-0.06187645,-0.143025,-0.0376181,-0.157979,-0.1622744,-0.2778168,-0.1040251,-0.2013525,-0.1136125,-0.05679193,-0.2851268,-0.1312427
1,328092,V1,Left,70,43,48,-0.2506125,0.1532793,-0.2256718,0.2252643,7.612139,10.96345,2.590964,5.716,-0.1571759,-0.3179252,-0.2240433,-0.2637307,-0.2695527,-0.3951662,-0.2554097,-0.3317028,-0.2403901,-0.1623485,-0.4016168,-0.2669407
1,328093,V1,Left,70,43,49,-0.199642,-0.1275464,-0.2124586,-0.01261753,1.0737,15.4873,2.883678,5.851953,-0.1043419,-0.3512203,-0.2270211,-0.2303334,-0.2812494,-0.3619042,-0.2810381,-0.3321349,-0.2522836,-0.1716692,-0.3729273,-0.3019895
1,328172,V1,Left,70,44,46,-0.05648001,0.2653094,-0.06012235,0.2067368,7.905597,-0.5547643,2.122669,2.530511,-0.02431013,-0.06341111,0.09191903,0.0121997,-0.0634787,-0.03352682,-0.03314254,-0.0246713,0.004811088,-0.001746491,-0.063595,-0.05853275
1,328173,V1,Left,70,44,47,-0.07134519,1.146723,0.03671332,1.137499,47.19138,-0.4425287,8.636395,2.479043,0.06838877,-0.04086639,0.1304783,-0.04658731,-0.09139562,-0.08300072,-0.02491998,-0.06350566,-0.01491755,0.03465378,-0.1445966,-0.05813134
1,328174,V1,Left,71,40,48,-0.1537499,1.313191,-0.006792899,1.333225,53.88741,0.153023,11.35041,2.626102,0.06377169,-0.04106778,0.09001902,-0.05742249,-0.08513327,-0.1293624,-0.0003202831,-0.1218809,-0.03842264,0.03299924,-0.1760913,-0.03116389
1,328175,V1,Left,71,40,49,-0.1429565,0.9180236,-0.03347347,0.9655906,43.84371,1.531136,8.016438,4.100395,-0.03730655,-0.08996525,-0.01361064,-0.06895068,-0.1158341,-0.199197,-0.02690545,-0.1552812,-0.09779377,-0.05784409,-0.1966726,-0.1045012
1,328176,V1,Left,71,41,47,-0.05311808,0.2231725,-0.0454325,0.3492095,8.335585,8.407778,3.30552,6.465659,-0.1415424,-0.1807002,-0.1322403,-0.1707889,-0.1928873,-0.3139833,-0.134087,-0.2219304,-0.1505664,-0.1034309,-0.2334018,-0.1860871
1,328256,V1,Left,71,41,48,-0.01349073,0.320818,-0.06667398,0.3557774,14.75828,-1.140773,7.249054,1.673177,0.02087845,-0.03792615,-0.01353231,0.005649064,-0.04649061,-0.04501679,-0.04829763,-0.02509689,0.001799208,0.01757307,-0.03957324,-0.03649642
1,328257,V1,Left,71,41,49,-0.03457236,0.6458898,-0.008052332,0.8389894,34.40871,-0.3719211,8.620309,2.162427,0.003239648,-0.06214584,0.02837039,-0.07774232,-0.1217682,-0.08487342,-0.04468745,-0.06961975,-0.06955589,-0.006688972,-0.076976,-0.1013204
1,328258,V1,Left,71,42,47,-0.05493763,0.7019507,0.02408209,0.8933501,42.31282,1.235366,9.25056,2.956667,-0.01769885,-0.03161483,0.03138738,-0.05258715,-0.1282146,-0.0868716,-0.01713828,-0.1118151,-0.1038594,-0.04745943,-0.09535415,-0.1220104
1,328259,V1,Left,71,42,48,-0.07028224,0.9106492,-0.01305147,1.05377,48.69044,0.756079,11.53161,3.118183,0.01137744,-0.05847686,-0.01442731,-0.01893586,-0.1237698,-0.1111537,-0.002940887,-0.09229527,-0.09420978,-0.0519881,-0.07737988,-0.1336541
1,328260,V1,Left,71,42,49,-0.1107297,0.6715369,-0.01601046,0.8976924,39.51829,3.340852,10.38516,5.455698,-0.03213896,-0.1409608,-0.09076195,-0.1288638,-0.1448613,-0.2344795,-0.0583494,-0.1234647,-0.1207134,-0.0469963,-0.09537665,-0.1356879
1,328261,V1,Left,71,43,46,-0.1844039,-0.04186976,-0.1015755,0.2108452,5.738091,8.4943,3.253918,5.108023,-0.1228522,-0.1872424,-0.1867226,-0.2751686,-0.150397,-0.3082883,-0.1771058,-0.229601,-0.1904857,-0.07426077,-0.2370352,-0.116253
1,328340,V1,Left,71,43,47,-0.09587604,-0.04395165,-0.05735312,0.01031732,-0.1371145,0.4710555,2.096005,3.588492,-0.04934574,-0.0923933,-0.02626009,-0.03549403,-0.1092259,-0.02541072,-0.07984374,-0.0504846,-0.09219274,-0.01615976,-0.03913963,-0.08084513
1,328341,V1,Left,71,43,48,-0.06970649,-0.003943446,-0.04869403,0.171391,2.903724,1.969397,2.760286,3.442005,-0.06956167,-0.0872972,-0.05292869,-0.07527532,-0.1374478,-0.04408853,-0.09233457,-0.07687626,-0.08046728,-0.1038553,-0.05388255,-0.1348074
1,328344,V1,Left,71,43,49,-0.15658,0.3697133,-0.05250642,0.5451053,21.20259,7.315308,6.966114,5.768229,-0.1277924,-0.1204893,-0.1173716,-0.231653,-0.200405,-0.290095,-0.1277765,-0.1660214,-0.1362713,-0.04336547,-0.1601233,-0.1927096
1,328345,V1,Left,71,44,46,-0.1697766,0.2257781,-0.1053297,0.4638972,15.32346,3.279465,4.379988,3.812708,-0.1349508,-0.04790454,-0.1163132,-0.2290983,-0.1077348,-0.2280462,-0.1300525,-0.1625125,-0.1146702,-0.147799,-0.1783217,-0.03469818
1,328346,V1,Left,71,44,47,-0.300649,-0.3011274,-0.4304213,-0.04296815,0.6878614,2.699661,3.477756,4.205299,-0.2335033,-0.1411459,-0.1975575,-0.3828192,-0.03311845,-0.2214035,-0.2061896,-0.2818385,-0.1516449,-0.3372351,-0.3288632,0.104893
1,328428,V1,Left,71,44,48,-0.110475,-0.05295971,-0.1549222,0.1384245,0.03862977,9.013391,2.027106,4.75879,-0.2274033,-0.2044644,-0.2063425,-0.3785287,-0.3658688,-0.4077584,-0.2689132,-0.3843319,-0.1794818,-0.1305434,-0.3094549,-0.2860867
1,328429,V1,Left,71,44,49,-0.09024686,0.007429111,-0.2387408,0.1764951,-1.451683,-0.3438115,1.756195,3.189296,-0.05539496,-0.1149039,-0.1278789,-0.1462515,-0.1862595,-0.1144873,-0.2482378,-0.2919638,-0.1081564,-0.1508924,-0.1141419,0.1092866
1,328430,V1,Left,71,45,49,-0.2337069,-0.3281645,-0.5751029,-0.07541221,-0.366962,-1.167345,3.266756,2.477918,-0.07722247,-0.2087175,-0.09782919,-0.2045998,0.03071073,-0.002826655,-0.3511431,-0.3327377,-0.2150568,-0.2898692,-0.1523816,0.1411134
1,334979,V1,Left,71,45,50,-0.04799502,0.05990706,-0.008116201,0.1128205,0.9229898,3.157783,1.53975,3.86644,0.002610328,-0.09959053,-0.1163651,-0.1168967,-0.05772964,-0.1447608,-0.1434433,-0.09048817,-0.005140209,0.02937283,-0.07152053,-0.1055116
1,334980,V1,Left,72,40,47,-0.1566831,0.2000445,-0.1204658,0.2122653,6.626546,10.34847,2.31603,6.901871,-0.06425218,-0.2344734,-0.1830729,-0.2448925,-0.235674,-0.3623267,-0.2513049,-0.2523729,-0.1516086,-0.1152191,-0.2344199,-0.2281475
1,334981,V1,Left,72,40,48,-0.2490056,0.07237958,-0.1692928,0.07572286,4.611498,16.92139,3.853418,6.984304,-0.1444787,-0.2917791,-0.245939,-0.3648192,-0.3786102,-0.4731084,-0.301396,-0.3756901,-0.262899,-0.2168456,-0.3686511,-0.2807035
1,335061,V1,Left,72,41,47,-0.003986795,-0.05445792,0.02713642,-0.03486373,-1.351905,-1.260722,1.363034,4.492221,0.03552993,0.03900512,-0.1044439,0.001454737,-0.05322907,-0.06554353,0.06937762,-0.0703527,-0.008491077,0.01785275,0.01592182,-0.05438979
1,335062,V1,Left,72,41,48,-0.03586214,0.2801863,0.01183265,0.4132945,15.58022,-1.62214,5.705144,3.132078,0.04675604,0.03746912,-0.03267268,0.01048617,-0.02483593,-0.06877426,0.05887748,-0.05222491,0.07458241,0.02211086,0.01051672,-0.07131827
1,335063,V1,Left,72,41,49,-0.2873265,0.7143352,-0.2556592,0.8387668,33.68306,2.397233,6.462451,4.524948,0.03705105,-0.1317252,-0.1165395,-0.1822231,-0.1262802,-0.3062682,-0.07713278,-0.1826415,-0.03521178,-0.07031108,-0.2344857,-0.1503022
1,335064,V1,Left,72,42,47,-0.4791759,0.8083659,-0.4419962,0.9338905,27.76277,8.445263,5.218552,5.828007,-0.1086921,-0.4030388,-0.2860908,-0.447664,-0.3776762,-0.5703846,-0.3110597,-0.4130169,-0.2571333,-0.2069218,-0.5024762,-0.379286
1,335065,V1,Left,72,42,48,-0.3867742,0.2617221,-0.3624228,0.3685024,16.49495,15.70553,4.198677,6.701073,-0.2106445,-0.4478207,-0.341801,-0.4607593,-0.4037324,-0.527282,-0.3009864,-0.4676779,-0.3089058,-0.2348418,-0.4704472,-0.3868046
1,335145,V1,Left,72,43,46,-0.005459037,0.5835329,0.0592712,0.5786116,25.01627,-0.7758141,5.462055,3.322896,0.01932093,-0.02400244,0.05867188,-0.03740253,-0.03986863,-0.1310615,0.01775452,-0.05881263,0.02443531,0.0272696,-0.06605345,-0.0329797
1,335146,V1,Left,72,43,47,-0.1574506,1.508516,-0.06790932,1.60838,51.97479,0.7171988,9.614879,2.946877,0.05310942,-0.02075276,0.09504501,-0.1053833,-0.1448102,-0.224436,-0.01741739,-0.1181666,0.0331351,0.01798549,-0.1709702,-0.05739968
1,335147,V1,Left,72,43,48,-0.3602585,1.501956,-0.2910864,1.590716,47.06242,2.847791,8.573687,4.394396,0.03266931,-0.1152502,-0.0503138,-0.2505702,-0.2645453,-0.3430516,-0.1431939,-0.2413121,-0.07821762,-0.06209459,-0.3757566,-0.1689685
1,335148,V1,Left,72,44,46,-0.3382051,0.5396802,-0.3274981,0.6078876,22.70967,9.069723,4.616881,5.712604,-0.05675622,-0.2723922,-0.1998294,-0.3650871,-0.3263321,-0.4051774,-0.2547141,-0.3373506,-0.2190376,-0.1214657,-0.4572789,-0.269213
1,335228,V1,Left,72,44,47,-0.05462612,0.1643108,-0.09544395,0.0878967,2.227402,-1.590717,1.566043,2.351368,0.004758022,-0.03170628,0.09159082,0.01028994,-0.05423597,-0.02186209,0.02605652,-0.008604611,-0.03041779,0.0590733,-0.0246802,-0.04893824
1,335229,V1,Left,72,44,48,-0.006374399,1.228051,0.06246357,1.195507,52.74197,-0.9342074,10.58736,2.776526,0.05802808,-0.008388833,0.1393395,-0.04202331,-0.06339019,-0.02856465,0.01184174,-0.02893526,0.01921886,0.07120755,-0.0691357,-0.02963968
1,335230,V1,Left,72,44,49,-0.0641508,1.979385,0.09040779,1.937713,63.65129,-0.6338596,13.21752,2.912184,0.1146431,0.01609699,0.173142,-0.01527481,-0.03505396,-0.03311925,0.01484235,-0.02756143,0.03901929,0.1178219,-0.08573168,0.003433548
1,335231,V1,Left,72,45,46,-0.08871771,1.493851,0.002380441,1.481319,59.27217,-0.5191922,11.468,2.719728,0.04339872,-0.004884887,0.1057527,-0.01924748,-0.06795455,-0.09277977,0.00315784,-0.05767782,0.0174141,0.04779163,-0.09298977,-0.02766996
1,335232,V1,Left,72,45,47,-0.07354088,0.3445833,-0.07524836,0.3981434,17.74704,3.934282,5.76054,4.865793,-0.03872646,-0.09057925,-0.0361727,-0.1146355,-0.1405941,-0.2180617,-0.06411356,-0.1518728,-0.07643431,-0.02956535,-0.1708134,-0.1052826
1,335312,V1,Left,72,45,48,0.04789946,0.4275996,-0.02303259,0.4253815,21.40707,-1.924074,9.831945,1.282503,0.0293173,0.01436585,0.0380794,0.01046291,-0.004578873,-0.001373929,0.01466964,0.01341585,0.001211794,0.0510427,-0.04899427,0.03677733
1,335313,V1,Left,72,45,49,0.05031316,0.8316547,0.07536954,0.9330876,41.82977,-0.8195996,9.769441,2.713559,0.01961862,-0.03335218,0.05461086,-0.07990693,-0.09883068,-0.08466546,-0.007684212,-0.03562079,-0.01491354,0.02846842,-0.03574233,-0.0336487
1,335315,V1,Left,72,45,50,-0.09978823,1.373975,-0.05757021,1.394195,61.56121,-0.5197763,16.08897,2.482794,0.09684046,0.06607451,0.09422986,0.02772282,-0.03287613,-0.003519142,0.05915848,-0.01607921,0.05543337,0.05644801,0.01158016,-0.0009511834
1,335316,V1,Left,72,46,47,-0.1374514,1.108991,-0.06568293,1.182532,57.2611,-0.4046321,15.97815,3.178473,0.07487383,-0.03383474,0.06092564,-0.0295326,-0.06610691,-0.101035,0.02672008,-0.03823605,-0.00232431,0.03676688,-0.04373328,-0.03533556
1,335317,V1,Left,72,46,48,-0.2005021,0.09461314,-0.1418337,0.2325786,10.73177,5.865603,3.697291,4.235674,-0.01459867,-0.1667469,-0.08205691,-0.2106741,-0.1184049,-0.1975143,-0.1098805,-0.1445898,-0.1185115,-0.03263873,-0.1919778,-0.1072581
1,335396,V1,Left,72,46,49,0.05471752,0.428796,0.09861089,0.4891272,20.89549,-2.061379,7.956087,1.080426,0.001828685,0.005878754,0.02691368,0.0169611,-0.01170046,0.02036831,-0.04657452,0.02285583,-0.03098978,0.04974692,0.01003756,0.006343847
1,335400,V1,Left,73,40,46,-0.1416698,1.280648,-0.08562008,1.342879,53.14869,-0.9088993,11.87508,3.211493,0.06938736,0.04017327,0.04154641,-0.05968196,-0.06232003,-0.01108989,0.01531811,-0.008105136,0.04767472,0.07642342,-0.02136597,-0.04886689
1,335401,V1,Left,73,40,47,-0.1166621,0.804097,-0.0834185,0.8657056,40.80991,-1.664746,8.033341,1.974014,0.02332715,0.0458677,-0.002297822,-0.08525229,-0.01755082,-0.01040137,0.01269495,-0.01786295,0.04296632,0.006637348,-0.03599738,-0.02706126
1,335402,V1,Left,73,40,48,-0.1358957,-0.06641958,-0.2805782,0.03001389,1.14466,0.4254639,3.303051,3.072871,-0.1210641,-0.04342885,-0.1412775,-0.1469576,0.01014805,-0.1044682,-0.05603879,-0.1085887,-0.01753397,-0.2061656,-0.1905518,0.05305912
1,335484,V1,Left,73,41,46,-0.1248528,0.5868252,-0.1722673,0.656681,25.99606,1.987141,6.429366,5.039848,-0.008199119,-0.1214381,-0.1314199,-0.2257609,-0.1743711,-0.100754,-0.1289649,-0.1561473,-0.07210246,-0.07459977,-0.1439971,-0.1068651
1,335485,V1,Left,73,41,47,-0.1262057,0.4985197,-0.16766,0.5361593,17.08536,-1.932192,5.13278,1.912881,0.02835499,0.006683333,-0.03693006,-0.1101049,-0.09502627,-0.009652123,-0.05372491,-0.09406288,-0.04937681,-0.135812,-0.05914378,-0.0004599042
1,335486,V1,Left,73,41,48,-0.07857911,0.02057153,-0.3349033,0.1848036,1.12595,-0.1440644,2.412731,3.942459,-0.08409395,-0.1006486,-0.06105993,-0.1323368,0.005050209,-0.07909878,-0.1068396,-0.1563517,-0.1259248,-0.3307429,-0.1719267,0.02551537
1,342035,V1,Left,73,42,47,-0.04242215,0.1439311,-0.01558893,0.1598136,4.017234,0.08661151,2.704635,3.405529,-0.004855549,-0.03970927,-0.06709823,-0.09031978,-0.07373483,-0.08226269,-0.0606758,-0.04786444,-0.00870097,0.06444137,-0.01434645,-0.09330573
1,342118,V1,Left,73,44,46,-0.05112431,0.1254199,0.01914654,0.212719,5.821782,-2.353227,3.44154,2.355638,0.03453491,0.02704085,-0.0294126,0.0401539,-0.02977649,0.005383001,0.05335322,-0.05654927,0.0648526,0.01389673,-0.01682254,-0.03555878
1,342119,V1,Left,73,44,47,-0.09221224,0.2809492,-0.05269154,0.3255589,15.88902,-0.76437,4.793104,2.669723,0.03202758,0.007508377,-0.03055098,-0.04987574,-0.09108841,-0.1090506,0.01615692,-0.06509512,0.0373634,-0.02560859,-0.07592685,-0.08892787
1,342120,V1,Left,73,44,48,-0.05311621,0.2034656,-0.05198068,0.2017187,6.08896,3.812593,3.05311,4.540191,-0.01195724,-0.05857756,-0.09303146,-0.1483617,-0.1691113,-0.1998577,-0.07387055,-0.1331072,-0.0468736,-0.05814576,-0.1226242,-0.1830824
1,342201,V1,Left,73,45,46,0.02317909,0.1544762,0.01306939,0.1165403,-1.697183,-2.273834,1.831105,1.691628,-0.01272062,-0.00998302,0.01167651,-0.0440021,-0.02806233,-0.06918643,0.02126784,-0.05359793,0.0003144487,0.03795844,-0.03739112,-0.02357592
1,342202,V1,Left,73,45,47,0.0003805695,0.6685892,0.02187024,0.6653878,34.93007,-1.277328,6.733202,2.361551,0.02646405,0.05356701,0.06649479,-0.0279158,-0.07282125,-0.07391877,0.03645809,-0.04684087,0.0509585,0.03037189,-0.04239241,-0.02705909
1,342203,V1,Left,73,45,48,-0.05587396,0.7822893,-0.01798074,0.7612335,40.15295,-0.4187942,9.044696,1.865134,0.06569828,0.04138881,0.04695201,-0.07668737,-0.08967008,-0.08622517,-0.02053364,-0.03553382,0.04240227,0.01415997,-0.08717303,-0.0622067
1,342285,V1,Left,73,45,49,0.06809258,0.3491944,0.00589124,0.1926023,7.230014,-1.277518,3.640287,1.984159,-0.03544037,-0.005361974,0.05216731,-0.01609855,-0.08022454,-0.01037486,0.008422812,-0.06103465,0.009070181,0.0480049,-0.07870366,-0.06100754
1,342286,V1,Left,73,46,47,0.05473565,0.7375407,0.02113774,0.6624256,39.31801,-0.3731728,7.901777,3.753606,0.01428683,0.06983357,0.07912215,0.008318279,-0.05188506,-0.008905644,0.04616049,-0.04145609,0.02670064,0.1239928,-0.0553318,-0.04033404
1,342287,V1,Left,73,46,48,0.05967544,0.750309,0.05858132,0.7382256,42.65401,-0.6352425,9.986718,2.992062,0.01108043,0.06782392,0.06569322,0.006235723,-0.03119406,-0.02270164,0.03010029,-0.01792604,0.03563801,0.09890621,-0.008747026,-0.009275258
1,342371,V1,Left,73,46,49,0.008779523,0.7260343,0.013148,0.7803034,48.10509,-1.014316,12.59229,3.164802,0.04137171,0.04635056,0.05750031,0.03022267,0.001891001,0.06699519,0.0603384,-0.01786841,0.04863128,0.0679948,0.02669838,0.007276164
1,342372,V1,Left,74,40,46,-0.04398089,0.5748491,-0.03682431,0.6531844,37.41066,-0.8828282,10.89691,2.36624,0.01754926,-0.005986288,0.03011649,-0.01139267,-0.02998479,-0.02592286,0.03113482,-0.0750112,-0.0341219,0.004801267,-0.04176147,-0.01801301
1,342455,V1,Left,74,40,47,-0.05151351,0.8000182,0.00142556,0.8444718,47.85922,-1.862192,12.80024,1.722729,0.07292834,0.02996494,0.005328108,0.01863001,-0.04890487,-0.005299663,0.03127805,-0.01582721,0.06299214,0.05969499,-0.04787456,-0.01485088
1,342456,V1,Left,74,41,46,-0.02451148,0.9721182,0.03462335,0.9361045,48.20703,-1.248932,12.25477,2.448761,0.1204605,0.08649243,0.04755493,0.003036573,0.002880373,0.09112681,0.1048554,0.05428686,0.09442446,0.09313507,0.02903594,0.005139736
1,342457,V1,Left,74,41,47,-0.02328258,0.5796948,-0.02292813,0.5552682,34.5997,-2.415872,8.319682,1.599585,0.01634,-0.01459432,-0.0294047,-0.04479867,-0.037568,0.02476683,0.04600991,0.01597114,0.01372028,-0.03088749,-0.01047691,-0.01217089
