subject,voxelIndex,region,hemisphere,X,Y,Z,resp_wordL,resp_wordR,resp_scramL,resp_scramR,xvalRSqr_locz,xvalRSqr_main,snrAfter_locz,snrAfter_main,resp_distrib_leftLow_rightLow,resp_distrib_leftLow_rightHigh,resp_distrib_leftHigh_rightLow,resp_distrib_leftHigh_rightHigh,resp_focalLeft_leftLow_rightLow,resp_focalLeft_leftLow_rightHigh,resp_focalLeft_leftHigh_rightLow,resp_focalLeft_leftHigh_rightHigh,resp_focalRight_leftLow_rightLow,resp_focalRight_leftLow_rightHigh,resp_focalRight_leftHigh_rightLow,resp_focalRight_leftHigh_rightHigh
3,370343,LO,Left,70,42,53,0.6944891,1.221145,0.375863,1.087694,23.12772,44.08763,8.711298,8.382954,0.9850997,1.038165,1.011327,0.8464364,0.935807,1.007411,0.7327201,0.8737017,0.8808334,0.8886333,0.8258486,0.9028733
3,370344,LO,Left,70,42,54,1.116779,2.058497,0.4584874,1.754043,26.24899,47.69705,14.20422,10.75244,1.56752,1.774481,1.601614,1.525588,1.611452,1.715481,1.277927,1.58154,1.573541,1.537688,1.434242,1.533257
3,370345,LO,Left,70,42,56,0.7884253,1.647184,0.2023166,1.342846,23.88476,39.80423,20.42654,11.65935,1.131235,1.335209,1.146868,1.179523,1.20512,1.25937,0.960417,1.227147,1.200336,1.111931,1.034998,1.147746
3,370346,LO,Left,70,42,57,0.1629032,0.4830896,-0.07873872,0.3085339,9.634596,13.75198,7.649873,8.573039,0.3171389,0.3355719,0.2894233,0.330581,0.3153551,0.3396257,0.2909798,0.341148,0.3418131,0.309335,0.2698592,0.3183033
3,370426,LO,Left,70,42,58,0.3065241,0.5254996,0.1676764,0.4569636,10.05707,19.13738,15.12425,6.488769,0.3536642,0.4225834,0.3826353,0.3783665,0.3192671,0.3499599,0.2120397,0.3514812,0.2776085,0.2742685,0.3144912,0.3692786
3,370427,LO,Left,70,43,55,0.5914209,0.9737282,0.2863388,0.8547155,16.80604,42.12195,17.66532,10.9415,0.8237755,0.9360519,0.8279409,0.849765,0.7448289,0.8235059,0.6638752,0.8873668,0.7756391,0.7787956,0.792223,0.7970465
3,370428,LO,Left,70,43,56,0.7256578,1.211121,0.2217852,0.9258057,20.75698,47.90844,17.70093,11.51904,1.023217,1.194605,1.041501,1.107854,1.017362,1.090591,0.9004749,1.158337,1.043136,1.030384,1.011893,1.041031
3,370429,LO,Left,70,43,57,0.5369684,0.9760768,0.1347634,0.6454154,20.5633,39.43954,16.74275,11.66487,0.7032745,0.8768933,0.7151973,0.7366865,0.7043312,0.7659231,0.629544,0.7941561,0.7282135,0.6480536,0.7094994,0.761958
3,370430,LO,Left,70,43,58,0.2712056,0.5616191,0.04005498,0.3503047,14.3446,19.8858,14.81485,12.50633,0.3353092,0.4080356,0.3093608,0.3197121,0.3184862,0.3760247,0.2881611,0.3514562,0.3343972,0.276918,0.3472307,0.3755642
3,370512,LO,Left,70,44,54,0.4701459,0.6561636,0.1562467,0.4778052,12.00811,26.3534,8.741537,11.30518,0.41621,0.5939531,0.4646543,0.4559375,0.4762048,0.4761249,0.3666561,0.5624748,0.4841027,0.3764224,0.4341364,0.4983695
3,370513,LO,Left,70,44,55,0.5461304,0.8136851,0.2183231,0.6483026,17.1226,32.00607,14.82436,11.18159,0.5082136,0.6878301,0.5578504,0.5657658,0.563705,0.5796199,0.4687344,0.6265054,0.5751708,0.4623672,0.5108285,0.5756979
3,370514,LO,Left,70,44,56,0.3573432,0.6203761,0.1590522,0.56096,16.74425,21.02196,16.51959,9.902493,0.3114648,0.4324652,0.3589987,0.3461359,0.3596741,0.3446746,0.2802168,0.4029174,0.3559356,0.2925513,0.3200856,0.3836234
3,370515,LO,Left,70,44,57,0.2913722,0.5057337,0.004891189,0.4472158,10.71991,6.346583,7.88416,5.282239,0.1947851,0.1909358,0.2548461,0.1479817,0.2048407,0.2317668,0.1317741,0.2255551,0.1733879,0.2297663,0.1834717,0.1772767
3,370596,LO,Left,70,44,58,0.255121,0.3458695,0.05516415,0.2635692,5.616051,14.89896,6.82138,7.428035,0.211823,0.3423483,0.2593039,0.2734875,0.1935716,0.2555016,0.2085213,0.3337458,0.2644465,0.1969788,0.2036511,0.3093258
3,370597,LO,Left,70,44,59,0.2866187,0.4017036,0.06883315,0.3400884,10.20848,20.48935,9.514386,8.342778,0.2742055,0.336996,0.3064751,0.3122951,0.2681947,0.3006251,0.2590592,0.3554037,0.3002104,0.2424904,0.2665183,0.2965088
3,370598,LO,Left,70,45,55,0.1716582,0.3038745,0.01272918,0.2754231,9.856087,8.053321,10.08804,7.551338,0.1147821,0.1397845,0.1733515,0.1726874,0.1435676,0.1261787,0.09340049,0.1993301,0.1443044,0.06857835,0.1490805,0.1611531
3,370599,LO,Left,70,45,56,0.258231,0.4268875,0.07846998,0.3872145,8.296722,0.7005215,7.539783,4.568908,-0.0181051,0.0372823,0.08942985,0.06366343,0.09032132,0.0805591,0.01280589,0.06843063,0.06617407,0.03907317,0.07233545,0.07151143
3,370683,LO,Left,70,45,57,-0.05099019,0.08844786,-0.1667487,0.1209823,-0.07522106,-0.5808234,2.134242,4.621221,-0.2550098,-0.2095391,-0.07490563,-0.2362731,-0.02199224,-0.1335382,-0.2721068,-0.1539308,-0.04482556,-0.1878887,-0.1405493,-0.1003185
3,370763,LO,Left,70,45,58,-0.02204296,0.1533669,-0.1221831,0.1194975,7.520521,-0.09239912,2.58467,3.549696,0.06634752,0.06134656,0.03193993,0.03588717,-0.04803939,0.02390343,-0.01747429,0.07355235,0.03978398,0.001832367,0.02584791,0.02571606
3,370764,LO,Left,70,45,59,0.01609221,0.1344393,-0.1557893,0.1232987,3.917307,0.6902754,2.503327,3.380833,0.05285344,0.0835233,0.02474331,0.06860383,-0.08345646,0.0411959,-0.009237454,0.09335265,0.04174251,-0.03237162,0.01933333,-0.001031015
3,370847,LO,Left,70,46,57,0.002501407,0.3104579,-0.06254436,0.2723188,15.74289,3.495824,5.062075,8.05479,0.05470583,0.2023984,0.1035427,0.06435447,-0.01122392,0.06886358,0.01859582,0.07262847,0.1182909,0.04228538,0.08648425,0.06455259
3,370848,LO,Left,70,46,58,0.119701,0.3036885,-0.07831611,0.2004529,6.528699,7.382774,4.663011,7.100859,0.1615859,0.2736118,0.1567982,0.1735165,0.06936354,0.176737,0.09118766,0.1968327,0.1851749,0.06821522,0.1530079,0.1877187
3,377232,LO,Left,70,47,57,0.1467541,0.3381439,0.04033989,0.2268815,7.725435,8.786225,10.11667,6.850563,0.1937409,0.1474136,0.1587573,0.1454915,0.08399504,0.2196436,0.1177775,0.1368171,0.1472446,0.1454985,0.1783319,0.1661851
3,377233,LO,Left,70,47,58,0.4007698,0.6952767,0.1397472,0.4948767,11.06173,13.54256,9.178459,8.886966,0.3618601,0.3428898,0.4023862,0.2799379,0.3340486,0.4140818,0.2987854,0.3006247,0.3593253,0.3410531,0.2987244,0.3095715
3,377234,LO,Left,71,40,52,0.5779781,0.8280965,0.05682626,0.5570946,5.578023,12.66148,4.862313,9.255126,0.5886698,0.5242425,0.6332107,0.4673995,0.4675821,0.6950422,0.6209137,0.4374824,0.5250421,0.584419,0.4719788,0.4454548
3,377315,LO,Left,71,40,53,0.1714811,0.4181226,0.1092594,0.3332867,7.15661,14.69444,6.74477,7.006098,0.3527175,0.2389425,0.2264457,0.2392906,0.1137398,0.2985913,0.179764,0.2142806,0.1961369,0.2382739,0.2372278,0.2542733
3,377316,LO,Left,71,40,54,0.4402516,1.05109,0.1875409,0.8768471,16.42624,26.55637,9.023417,9.059252,0.7325397,0.7019266,0.6453195,0.4965812,0.5219163,0.7499314,0.4348732,0.6137063,0.603045,0.5543517,0.5688949,0.6554943
3,377317,LO,Left,71,40,55,0.7343622,1.566555,0.2717612,1.341606,18.78867,28.75343,9.571537,9.730058,1.050106,1.029917,1.010214,0.8754443,0.950771,1.111061,0.788361,0.9556788,0.9585263,0.9431773,0.8781931,0.9797575
3,377318,LO,Left,71,40,56,0.6841815,1.220969,0.1847428,0.9468271,6.674546,11.57059,5.354175,6.87594,0.7879899,0.6655996,0.7940922,0.6838779,0.775526,0.8409501,0.6606715,0.6951507,0.7149475,0.8807003,0.7850322,0.714922
3,377396,LO,Left,71,41,52,0.01996602,0.07125874,-0.07127065,0.153613,1.767594,-1.500893,2.383808,2.427106,-0.004395978,0.05992178,0.03461141,0.03415566,0.03954179,-0.04108946,-0.04251399,0.01971369,0.008438587,0.04338963,-0.02004241,0.07028328
3,377397,LO,Left,71,41,53,0.2375652,0.4807647,0.1100853,0.5473373,14.01609,12.34272,8.078464,6.069539,0.2542014,0.2779725,0.2653858,0.235924,0.2486941,0.1749041,0.09928921,0.1785746,0.1729088,0.2563939,0.1390188,0.2582142
3,377398,LO,Left,71,41,54,0.35134,0.6688938,0.2233341,0.6877569,18.77514,21.71382,8.885868,6.621753,0.3911476,0.391973,0.4038138,0.352488,0.357688,0.3244206,0.2293887,0.2813798,0.3046978,0.3508033,0.2723173,0.3501894
3,377399,LO,Left,71,41,55,0.386199,0.7235776,0.2366496,0.6871921,19.91745,30.16153,10.159,7.710706,0.4908781,0.5181437,0.5075483,0.4326073,0.4741834,0.4902651,0.3453582,0.4236957,0.4713289,0.4552023,0.4132669,0.4575028
3,377400,LO,Left,71,41,56,0.5798878,1.203966,0.2601184,1.04536,24.22739,38.9034,16.62803,9.762362,0.824871,0.9289113,0.8432925,0.753975,0.8357016,0.8891554,0.6649879,0.8309369,0.8475838,0.7954409,0.7189202,0.8164634
3,377401,LO,Left,71,41,57,0.6505321,1.341995,0.2346965,1.093133,23.22553,37.30563,16.80877,11.81017,0.8583267,1.003549,0.8867761,0.893241,0.9071363,0.9070475,0.7629895,0.9421372,0.9132154,0.8517085,0.800132,0.8852516
3,377402,LO,Left,71,42,52,0.5080351,0.7413713,0.147952,0.5137311,11.64085,25.72718,8.306028,11.77593,0.5163957,0.5610859,0.5314502,0.5544945,0.5328835,0.5552847,0.5109112,0.5785775,0.5688702,0.5186922,0.5083209,0.4722891
3,377481,LO,Left,71,42,53,0.2167662,0.3864841,0.1152941,0.3964578,7.878489,11.72661,8.309466,5.788722,0.2083431,0.2737403,0.2872986,0.2329455,0.2533492,0.2151579,0.1300714,0.2325557,0.1512866,0.1866269,0.1989384,0.2673954
3,377482,LO,Left,71,42,54,0.3280175,0.5226691,0.2292198,0.5510414,10.89601,19.17717,10.68013,7.4039,0.3259721,0.4077836,0.3540342,0.3734192,0.3392953,0.3293455,0.2239197,0.330676,0.2853209,0.2795146,0.3107062,0.3764705
3,377483,LO,Left,71,42,55,0.3319753,0.5461025,0.2200374,0.5165939,13.72024,26.65934,10.38775,8.183443,0.3801223,0.4086887,0.3683692,0.4022345,0.3410703,0.3628193,0.2590659,0.3811507,0.3444313,0.3251794,0.3458056,0.4171647
3,377484,LO,Left,71,42,56,0.3572683,0.6711946,0.1412845,0.486711,19.25132,34.45502,11.24787,9.439914,0.4528858,0.4767446,0.4378137,0.4328598,0.3898501,0.4262246,0.3358989,0.4679401,0.4225962,0.3858235,0.4184866,0.4904067
3,377485,LO,Left,71,42,57,0.3790707,0.641822,0.1214705,0.4039514,16.49113,26.71962,10.82865,10.07351,0.3910325,0.4854627,0.3956374,0.3815224,0.3385186,0.3783318,0.3089335,0.4172864,0.3843639,0.3263812,0.4090186,0.4403617
3,377486,LO,Left,71,42,58,0.4603135,0.5623211,0.1551927,0.3522556,12.54848,21.15621,11.42467,11.71511,0.3319387,0.4057887,0.3515326,0.3456685,0.3133561,0.386139,0.3262742,0.3699906,0.3381512,0.3213592,0.3564928,0.3352011
3,377567,LO,Left,71,43,52,0.1652454,0.4585699,0.09617064,0.2633438,14.10975,12.72072,12.81058,7.399861,0.1872959,0.2418404,0.1478392,0.1973131,0.1404527,0.1873208,0.1158436,0.2325587,0.1619756,0.2020184,0.1308601,0.2497146
3,377568,LO,Left,71,43,54,0.1921803,0.4282987,0.06013151,0.2259115,14.57622,15.37638,10.53804,8.864152,0.1859432,0.2461145,0.1562851,0.2265672,0.1611748,0.1586798,0.148412,0.2301543,0.1711809,0.1661458,0.1484069,0.2470163
3,377569,LO,Left,71,43,55,0.2252892,0.3398649,0.07865098,0.2032092,9.022724,16.05448,11.68894,9.021482,0.1786449,0.2754907,0.2027638,0.2644581,0.1856319,0.1594435,0.1653589,0.238235,0.1834972,0.1812302,0.1615729,0.2561232
3,377570,LO,Left,71,43,56,0.3760527,0.4331188,0.1516331,0.3275101,10.72198,14.92434,12.07732,9.211937,0.1912149,0.2658309,0.2522404,0.2332088,0.2199172,0.2116905,0.1886874,0.2604198,0.2068482,0.2028259,0.195096,0.2234615
3,377650,LO,Left,71,43,57,0.1057535,0.5047039,0.08882832,0.3233122,15.22641,14.12488,10.26659,8.365366,0.2440578,0.291679,0.2122456,0.2174744,0.2057656,0.2570938,0.2057405,0.3056464,0.2008726,0.297381,0.2278548,0.2776837
3,377651,LO,Left,71,43,58,-0.0009435072,0.3463482,-0.01246992,0.2032409,11.87677,4.46561,7.744874,5.720034,0.09221407,0.1624655,0.1007738,0.1179835,0.05137204,0.1111888,0.06552429,0.1683624,0.1097229,0.1560259,0.07866652,0.1530873
3,377652,LO,Left,71,44,54,0.05625285,0.2178017,-0.01081079,0.1119548,4.514748,2.296215,7.653301,5.013742,0.06972492,0.1358503,0.04039922,0.07466766,-0.006147313,0.06201273,0.03293229,0.1250357,0.08615938,0.07040503,0.02672031,0.1209612
3,377654,LO,Left,71,44,55,0.2374419,0.3163173,-0.02604928,0.235125,7.441902,3.728986,5.288279,4.993104,0.09251104,0.06966003,0.1293478,0.1243371,0.1289359,0.1099342,0.08517845,0.1459712,0.1020103,0.09943515,0.107371,0.1211782
3,377820,LO,Left,71,44,56,0.01232914,0.108551,-0.164183,0.09611452,3.599542,-0.4613042,2.461039,3.555007,0.002570017,0.03257111,0.0107397,0.02878693,-0.09170915,0.03491056,-0.01724738,0.02814532,-0.004718627,-0.0396067,0.009181534,0.02930079
3,377903,LO,Left,71,44,57,-0.04998139,0.09573017,-0.08879686,0.00927487,2.523834,0.7792115,2.352527,6.965668,0.008353055,0.1075732,0.02035638,0.05378444,-0.05283254,0.03599973,0.007515398,0.05246405,0.0465729,0.02173425,0.04780235,0.07373343
3,377904,LO,Left,71,44,58,0.1918196,0.2996365,0.03020425,0.2106906,4.854125,3.945041,5.181121,4.793238,0.08538832,0.2003432,0.1063503,0.1432271,0.02846403,0.1215354,0.05429789,0.1341096,0.1018191,0.0367038,0.1033121,0.1491099
3,384371,LO,Left,71,45,55,0.02025438,0.1730475,-0.09406289,0.1119053,2.664757,6.035418,3.007998,5.157382,0.2429163,0.1513588,0.100137,0.1546142,0.03296424,0.1889088,0.1171839,0.1385371,0.1511859,0.1112299,0.1297264,0.1334772
3,384372,LO,Left,71,45,56,0.2939202,0.6921041,0.09998793,0.498822,10.44112,18.42751,6.548431,6.964287,0.4330823,0.4033964,0.3689052,0.3103925,0.2891726,0.4389747,0.2720874,0.362431,0.3648103,0.2920888,0.3602947,0.3482305
3,384373,LO,Left,71,45,57,0.6839588,1.286433,0.3073703,0.9763957,14.00741,25.17424,8.40172,9.327126,0.816308,0.77878,0.8467723,0.714425,0.7226334,0.9119768,0.7273183,0.7561961,0.7171493,0.719153,0.7273223,0.6701976
3,384374,LO,Left,71,45,58,1.021092,1.526319,0.4608883,1.095414,6.5377,12.58984,6.012357,7.183564,0.9039157,0.8290253,0.9757712,0.8059267,0.9589249,1.087255,0.8430331,0.8905796,0.7471125,1.046858,1.020433,0.7346356
3,384453,LO,Left,71,45,59,0.2087319,0.5352435,0.09079606,0.4265146,13.48094,10.20637,9.03636,7.06501,0.2474457,0.3385306,0.2540123,0.2388184,0.2103974,0.1840712,0.07880825,0.1940313,0.1998045,0.2235496,0.1638781,0.2228763
3,384454,LO,Left,71,46,53,0.2364349,0.4664758,0.114535,0.3866102,10.16037,11.41097,9.601547,5.774776,0.2510501,0.3211858,0.2669724,0.2080843,0.2331042,0.2421489,0.1166364,0.1668016,0.2497778,0.2649828,0.1726055,0.2231578
3,384455,LO,Left,71,46,57,0.2274631,0.4937311,0.1029549,0.3935325,11.97709,12.61823,9.945124,5.514093,0.2431869,0.2738915,0.2383324,0.1510116,0.2403363,0.2539521,0.1883548,0.1916167,0.267406,0.2516444,0.1758859,0.2256615
3,384456,LO,Left,71,46,58,0.3503745,0.7809276,0.1408637,0.6029709,24.47886,25.62314,17.72807,6.944816,0.3967626,0.3785635,0.371821,0.2955946,0.3358074,0.3812796,0.323559,0.3590255,0.3589135,0.3535691,0.3124982,0.3640861
3,384457,LO,Left,71,47,53,0.5437149,1.015131,0.1932558,0.779659,23.60035,28.34424,10.72923,10.45358,0.5709172,0.5882691,0.5917708,0.5399846,0.4694322,0.5955305,0.5466788,0.5781757,0.5144335,0.5866905,0.5200459,0.5218639
3,384458,LO,Left,71,47,54,0.707561,0.8673155,0.2631575,0.5900497,7.784361,19.03782,5.913423,9.373936,0.5881655,0.5859407,0.5661579,0.5845144,0.5248163,0.6780815,0.6660517,0.6399277,0.5608953,0.6131731,0.5806364,0.4394458
3,384537,LO,Left,71,47,57,0.2323153,0.3653311,0.1085159,0.3811383,7.587332,8.299107,6.116071,5.905449,0.2069358,0.2518752,0.2522408,0.2240036,0.2150848,0.1702298,0.1433309,0.1990535,0.159795,0.2157024,0.2026466,0.257665
3,384539,LO,Left,71,47,58,0.2679867,0.5643022,0.2060534,0.4042359,15.85051,16.57,11.37022,7.944971,0.2780984,0.2614833,0.2424123,0.2234596,0.2222356,0.2450016,0.1572843,0.2304245,0.220546,0.1894205,0.216808,0.3524128
3,384540,LO,Left,72,39,53,0.3307124,0.7958413,0.1817863,0.5192303,28.57617,26.61348,15.51966,7.974625,0.3651086,0.3203624,0.3409168,0.3238466,0.2602911,0.3281804,0.2519947,0.3361441,0.2878945,0.3091781,0.3431468,0.3990652
3,384541,LO,Left,72,39,54,0.3610173,0.7193376,0.1641597,0.4846992,24.05776,24.52878,17.82407,10.25532,0.3323694,0.3197414,0.338631,0.3320313,0.2954701,0.3464751,0.2796695,0.3312387,0.2909802,0.3410004,0.3509159,0.2941508
3,384621,LO,Left,72,40,52,0.4668276,0.9315039,0.320518,0.7678879,15.97411,26.3708,8.223862,7.715703,0.5038244,0.6011103,0.4916223,0.4538734,0.4968707,0.5483814,0.4142309,0.5871119,0.4641815,0.4866637,0.4229218,0.5829633
3,384622,LO,Left,72,40,53,0.2959305,0.9248915,0.2169408,0.6812611,22.75418,23.55399,8.473669,8.197544,0.4049239,0.4870484,0.3526004,0.3709871,0.3518349,0.4179896,0.2886776,0.4449764,0.339534,0.3795562,0.2864582,0.4821938
3,384623,LO,Left,72,40,54,0.2208067,0.9099865,0.1654018,0.6005304,28.78967,20.12085,12.37421,9.834144,0.336993,0.3726248,0.2790616,0.3220974,0.263898,0.30455,0.2239942,0.3210466,0.2797519,0.302282,0.2359607,0.4175332
3,384624,LO,Left,72,40,55,0.2515045,0.7319625,0.1301742,0.488516,29.60621,19.95044,18.69198,9.175459,0.25953,0.271975,0.2571305,0.2839542,0.2010528,0.2403683,0.1809297,0.2471229,0.2182796,0.2710161,0.2151697,0.3484367
3,384625,LO,Left,72,40,56,0.2066127,0.3898375,0.0199095,0.2438569,10.58042,5.622745,9.857451,6.67872,0.09766985,0.1332688,0.1679155,0.156847,0.1051004,0.1443638,0.06772102,0.1440698,0.07508815,0.1682214,0.1391027,0.1809652
3,384704,LO,Left,72,41,52,0.4413294,0.8402096,0.2588183,0.6574863,12.8408,33.88049,13.82057,8.66417,0.5937519,0.7824132,0.6576405,0.5568116,0.6902673,0.7599224,0.5688031,0.7358615,0.6295027,0.6450313,0.5552169,0.6958611
3,384705,LO,Left,72,41,53,0.4096335,1.169898,0.2979517,0.866159,19.80007,29.93822,15.2023,9.497859,0.6140204,0.8135609,0.634936,0.6333543,0.6743169,0.719709,0.552344,0.7841656,0.6436015,0.7170054,0.6793053,0.7300805
3,384706,LO,Left,72,41,54,0.2179032,1.147835,0.1880993,0.7871072,29.30752,23.38255,16.86718,8.563482,0.4487126,0.5734638,0.4565379,0.4648343,0.4124353,0.4822272,0.360555,0.5621158,0.4238099,0.5431947,0.51969,0.5520982
3,384707,LO,Left,72,41,55,0.0905536,0.9762051,0.1063146,0.6144468,32.40476,14.3397,13.08317,6.835434,0.2875205,0.3515969,0.2994805,0.2916964,0.1997707,0.2880639,0.2214147,0.3196926,0.2681741,0.3459969,0.2813475,0.3461737
3,384708,LO,Left,72,41,56,0.09631812,0.5579174,0.05660987,0.340895,22.61057,5.083489,10.18803,4.151338,0.125696,0.1699576,0.1203295,0.1264032,0.08905838,0.1333809,0.08598647,0.1578779,0.1208889,0.134045,0.07849802,0.1564893
3,384709,LO,Left,72,41,57,0.1146104,0.2894717,-0.09298019,0.1530375,7.761842,1.533067,4.553452,3.862986,0.05677139,0.07786369,0.07060839,0.07139682,0.09317819,0.1004265,0.02717729,0.09901482,0.066012,0.09225995,0.04562592,0.09751251
3,384790,LO,Left,72,42,52,-0.005263201,0.2211865,-0.01353764,0.1292228,2.479702,0.1602471,4.525336,7.080682,0.05259134,0.1123197,0.0789556,0.00644531,0.02240595,0.04931242,-0.001539998,0.07582589,0.06152708,0.1215602,0.1001994,0.1035484
3,384791,LO,Left,72,42,53,-0.05843428,0.2814426,-0.01906598,0.1246292,5.821943,-0.3017902,4.692535,4.184234,0.04984573,0.05331647,0.03171015,-0.02035069,-0.02424381,0.009163118,-0.0117399,0.07125982,0.06845482,0.09045815,0.03178953,0.07724363
3,384792,LO,Left,72,42,54,-0.0956279,0.1420924,-0.09523926,0.04376862,3.674054,-0.7074833,4.535802,3.752906,-0.03995145,0.0182082,-0.06460831,-0.05627885,-0.09721476,-0.01619789,-0.07169252,-0.003931272,-0.03597537,-0.01901634,-0.02535211,0.003449355
3,391427,LO,Left,72,42,55,0.03824478,0.219808,-0.1197196,0.1027899,4.80603,4.588371,3.262193,4.714136,0.1977743,0.1885557,0.1032112,0.1273049,0.074071,0.1108716,0.1076343,0.104896,0.1344158,0.1267332,0.1271842,0.1124362
3,391428,LO,Left,72,42,56,0.2546546,0.6995774,0.04764299,0.3942394,11.93067,10.05759,10.31645,6.370651,0.3370166,0.3655368,0.3104346,0.2189311,0.2951561,0.3279436,0.2637679,0.2634665,0.2641271,0.3253503,0.2862461,0.2455222
3,391429,LO,Left,72,42,57,0.577868,1.040375,0.2135229,0.5602054,7.588863,11.00125,9.969878,6.52687,0.5314404,0.5863904,0.6783012,0.4092503,0.5760412,0.6645213,0.5352743,0.4526529,0.3912199,0.6018434,0.5699478,0.4107132
3,391510,LO,Left,72,42,58,0.3287463,0.7068552,0.1336519,0.3913889,14.55227,20.9902,15.45462,9.366501,0.4094775,0.5298117,0.4502739,0.3439074,0.3211798,0.4096716,0.2448536,0.3173535,0.4049951,0.3866551,0.349767,0.4095882
3,391511,LO,Left,72,43,51,0.4562729,1.04479,0.175956,0.6143497,24.24125,27.21887,16.66765,9.810134,0.5166961,0.58443,0.5299169,0.3684212,0.4609355,0.5078167,0.3789949,0.417965,0.4863754,0.4981131,0.4588462,0.4804721
3,391512,LO,Left,72,43,52,0.6526155,1.47014,0.2731471,0.9673573,29.57587,31.68353,16.02079,8.842231,0.7037179,0.7079237,0.7171409,0.5784906,0.6164848,0.7377115,0.6429417,0.6405286,0.6125545,0.7252674,0.6554111,0.6243297
3,391513,LO,Left,72,43,53,0.9555278,1.700052,0.430834,1.179285,20.91623,22.63559,10.55669,8.332672,0.8452975,0.8505352,0.9928668,0.7257096,0.7261078,0.9774913,0.8035151,0.866842,0.7234097,0.9972857,0.9256713,0.7408224
3,391594,LO,Left,72,43,54,0.3113261,0.7070143,0.2428136,0.4311822,17.53671,21.75946,15.37707,7.117037,0.371431,0.4063371,0.3952267,0.357444,0.3096592,0.3185197,0.2723753,0.320878,0.3577861,0.3123301,0.3077221,0.4206662
3,391595,LO,Left,72,43,55,0.4113117,0.8895257,0.282003,0.5296117,24.99986,29.24484,15.28854,8.369762,0.4085318,0.4263183,0.4026368,0.3242899,0.3302069,0.3853492,0.2812915,0.3510405,0.3660207,0.3669362,0.31926,0.4302163
3,391596,LO,Left,72,43,56,0.5270224,1.121357,0.2842252,0.7009211,27.53231,27.8646,13.42851,8.582215,0.4800337,0.4770079,0.4952276,0.4475077,0.3921811,0.5102623,0.400613,0.4531903,0.4058724,0.4846128,0.4902091,0.4704558
3,391597,LO,Left,72,43,57,0.7055049,1.164716,0.3234318,0.7755491,15.42501,20.05509,13.99036,9.147377,0.5519118,0.508024,0.600964,0.5628479,0.5361668,0.6672581,0.5260177,0.5347931,0.4764714,0.6134702,0.6196119,0.4200362
3,391677,LO,Left,72,43,58,0.5263861,1.12287,0.4031785,1.003826,14.93408,28.17986,7.45859,7.147947,0.6157879,0.655187,0.6051786,0.580466,0.6392419,0.7354332,0.5074688,0.6935501,0.5688085,0.5586339,0.5146161,0.6511715
3,391678,LO,Left,72,44,51,0.2156229,0.9015245,0.1969375,0.7159672,19.62534,17.61678,8.477257,6.872123,0.3612268,0.3792976,0.2952216,0.3635286,0.2904531,0.377951,0.2857319,0.4023146,0.2839597,0.2708682,0.2774427,0.3932721
3,391679,LO,Left,72,44,52,0.1890122,0.8886725,0.1485516,0.6618118,29.22776,12.60263,10.79226,7.097539,0.2793039,0.3097926,0.2325827,0.2667613,0.1844391,0.2637096,0.2004978,0.2706721,0.2141853,0.1935491,0.2124417,0.3070444
3,391680,LO,Left,72,44,53,0.2951649,0.831522,0.1903884,0.6210284,29.14146,19.25992,12.0296,7.594656,0.2646816,0.3064055,0.2904064,0.2823159,0.2110675,0.2995616,0.2189772,0.2663088,0.2478012,0.2393892,0.2358495,0.3055534
3,391681,LO,Left,72,44,54,0.3509801,0.6187295,0.1233714,0.4114467,6.956816,6.804097,8.157692,6.179262,0.2117203,0.1952466,0.319899,0.2004975,0.248495,0.3380047,0.1535072,0.1963208,0.1962771,0.2562528,0.238881,0.1504303
3,391760,LO,Left,72,44,55,0.6001782,1.19461,0.4199329,1.004168,16.15998,37.73897,12.1314,9.615048,0.7954901,0.9403291,0.868219,0.7165816,0.9008363,0.9618754,0.7366695,0.9754784,0.8262421,0.8899586,0.7615544,0.8681718
3,391761,LO,Left,72,44,56,0.5094279,1.468316,0.3454359,1.167211,18.40212,30.32222,12.72966,8.895308,0.8102753,0.9907749,0.8511026,0.8120089,0.8668474,0.9116116,0.7000731,1.020473,0.8301663,0.8969953,0.8655922,0.8850552
3,391762,LO,Left,72,44,57,0.1984062,1.057122,0.1388078,0.7981762,23.34613,19.0857,12.34075,8.090805,0.4372415,0.5191604,0.4362788,0.4611003,0.3619206,0.4424517,0.3364876,0.5152935,0.4036857,0.4410634,0.4842485,0.5193667
3,391763,LO,Left,72,44,58,0.1217566,0.9500605,0.08581783,0.6746682,33.86927,12.43595,11.34134,7.167162,0.2706569,0.3041351,0.2927961,0.2887878,0.1534038,0.2740889,0.1761682,0.2766677,0.2228211,0.2502489,0.273338,0.3211056
3,391764,LO,Left,72,45,55,0.1431825,0.7100274,0.08536436,0.4930682,32.50052,8.721876,12.24452,4.714282,0.1431024,0.1905755,0.1957402,0.1661244,0.1284851,0.1860271,0.1218996,0.1764707,0.1306396,0.2005536,0.1233141,0.1773194
3,391765,LO,Left,72,45,56,0.2254194,0.4312125,-0.001144854,0.2351918,3.869057,0.894469,5.674639,3.706803,0.1185162,0.07686636,0.1603423,0.08276495,0.2117413,0.1998676,0.1194053,0.08470902,0.06158827,0.2942099,0.0513056,0.03565488
