subject,voxelIndex,region,hemisphere,X,Y,Z,resp_wordL,resp_wordR,resp_scramL,resp_scramR,resp_focalCueLeft,resp_focalCueRight,resp_distributedCue,xvalRSqr_locz,xvalRSqr_main,snrAfter_locz,snrAfter_main
1,328173,V1,Left,70,44,47,-0.07134519,1.146723,0.03671332,1.137499,-0.1264578,-0.06942266,-0.0005696493,47.19138,0.07295609,8.636395,3.786083
1,328174,V1,Left,71,40,48,-0.1537499,1.313191,-0.006792899,1.333225,-0.1754997,-0.1193674,-0.03720264,53.88741,0.155592,11.35041,2.936781
1,328175,V1,Left,71,40,49,-0.1429565,0.9180236,-0.03347347,0.9655906,-0.2758782,-0.2589973,-0.1616959,43.84371,2.650911,8.016438,5.844334
1,328176,V1,Left,71,41,47,-0.05311808,0.2231725,-0.0454325,0.3492095,-0.4670347,-0.4350546,-0.3776843,8.335585,11.8999,3.30552,9.86721
1,328256,V1,Left,71,41,48,-0.01349073,0.320818,-0.06667398,0.3557774,-0.08176158,-0.06346656,-0.0514662,14.75828,-0.1429081,7.249054,3.0384
1,328257,V1,Left,71,41,49,-0.03457236,0.6458898,-0.008052332,0.8389894,-0.1655475,-0.1407411,-0.1113983,34.40871,1.071805,8.620309,4.650032
1,328258,V1,Left,71,42,47,-0.05493763,0.7019507,0.02408209,0.8933501,-0.1743336,-0.2122818,-0.0720533,42.31282,2.600867,9.25056,4.341206
1,328259,V1,Left,71,42,48,-0.07028224,0.9106492,-0.01305147,1.05377,-0.1704632,-0.2525316,-0.06840114,48.69044,2.437699,11.53161,6.960736
1,328260,V1,Left,71,42,49,-0.1107297,0.6715369,-0.01601046,0.8976924,-0.284694,-0.3025582,-0.2305295,39.51829,4.77913,10.38516,7.355517
1,328261,V1,Left,71,43,46,-0.1844039,-0.04186976,-0.1015755,0.2108452,-0.4411221,-0.4023418,-0.4354568,5.738091,11.10647,3.253918,6.293647
1,328340,V1,Left,71,43,47,-0.09587604,-0.04395165,-0.05735312,0.01031732,-0.1468088,-0.1645682,-0.1334519,-0.1371145,1.302999,2.096005,4.017891
1,328341,V1,Left,71,43,48,-0.06970649,-0.003943446,-0.04869403,0.171391,-0.221837,-0.2356637,-0.1893318,2.903724,3.616935,2.760286,6.05039
1,328344,V1,Left,71,43,49,-0.15658,0.3697133,-0.05250642,0.5451053,-0.4069592,-0.3527986,-0.3283101,21.20259,8.711063,6.966114,4.707932
1,328345,V1,Left,71,44,46,-0.1697766,0.2257781,-0.1053297,0.4638972,-0.2690533,-0.2122971,-0.2017571,15.32346,3.503537,4.379988,2.930482
1,328346,V1,Left,71,44,47,-0.300649,-0.3011274,-0.4304213,-0.04296815,-0.3184995,-0.2504232,-0.3628389,0.6878614,2.19301,3.477756,3.718173
1,328428,V1,Left,71,44,48,-0.110475,-0.05295971,-0.1549222,0.1384245,-0.7630277,-0.5955033,-0.5532922,0.03862977,11.88381,2.027106,6.366027
1,328429,V1,Left,71,44,49,-0.09024686,0.007429111,-0.2387408,0.1764951,-0.3783772,-0.1796797,-0.1711768,-1.451683,0.9002864,1.756195,2.517471
1,328430,V1,Left,71,45,49,-0.2337069,-0.3281645,-0.5751029,-0.07541221,-0.3743702,-0.301863,-0.3201828,-0.366962,0.4052401,3.266756,3.524036
1,334979,V1,Left,71,45,50,-0.04799502,0.05990706,-0.008116201,0.1128205,-0.1979895,-0.09870004,-0.1573541,0.9229898,3.812569,1.53975,6.506416
1,334980,V1,Left,72,40,47,-0.1566831,0.2000445,-0.1204658,0.2122653,-0.5399373,-0.4244733,-0.3973686,6.626546,12.44399,2.31603,10.94254
1,334981,V1,Left,72,40,48,-0.2490056,0.07237958,-0.1692928,0.07572286,-0.7415475,-0.6006163,-0.5440341,4.611498,19.65033,3.853418,10.40956
1,335061,V1,Left,72,41,47,-0.003986795,-0.05445792,0.02713642,-0.03486373,-0.05991107,-0.05580594,-0.03948551,-1.351905,-1.095974,1.363034,1.080769
1,335062,V1,Left,72,41,48,-0.03586214,0.2801863,0.01183265,0.4132945,-0.04950781,-0.01210676,-0.0001008627,15.58022,-0.6106496,5.705144,1.073128
1,335063,V1,Left,72,41,49,-0.2873265,0.7143352,-0.2556592,0.8387668,-0.3650014,-0.2499989,-0.25106,33.68306,3.85229,6.462451,8.008802
1,335064,V1,Left,72,42,47,-0.4791759,0.8083659,-0.4419962,0.9338905,-0.9104387,-0.7282711,-0.7649929,27.76277,10.86842,5.218552,8.94519
1,335065,V1,Left,72,42,48,-0.3867742,0.2617221,-0.3624228,0.3685024,-0.89258,-0.7288507,-0.7929646,16.49495,19.31807,4.198677,11.32135
1,335145,V1,Left,72,43,46,-0.005459037,0.5835329,0.0592712,0.5786116,-0.09612168,-0.007780375,-0.02775002,25.01627,-0.02490282,5.462055,2.83263
1,335146,V1,Left,72,43,47,-0.1574506,1.508516,-0.06790932,1.60838,-0.2241461,-0.05553291,-0.05734401,51.97479,0.6510615,9.614879,3.157237
1,335147,V1,Left,72,43,48,-0.3602585,1.501956,-0.2910864,1.590716,-0.5214278,-0.3531541,-0.2954034,47.06242,3.16059,8.573687,5.874619
1,335148,V1,Left,72,44,46,-0.3382051,0.5396802,-0.3274981,0.6078876,-0.7391593,-0.6062685,-0.5859805,22.70967,10.81005,4.616881,7.836948
1,335228,V1,Left,72,44,47,-0.05462612,0.1643108,-0.09544395,0.0878967,-0.07385076,-0.0742537,-0.03033553,2.227402,-0.6615281,1.566043,2.731757
1,335229,V1,Left,72,44,48,-0.006374399,1.228051,0.06246357,1.195507,-0.04576999,0.01343704,0.02624578,52.74197,-0.1016617,10.58736,3.952388
1,335230,V1,Left,72,44,49,-0.0641508,1.979385,0.09040779,1.937713,-0.04871745,0.03264777,0.072898,63.65129,-0.352037,13.21752,1.993899
1,335231,V1,Left,72,45,46,-0.08871771,1.493851,0.002380441,1.481319,-0.128109,-0.04732027,-0.002628294,59.27217,-0.1068473,11.468,2.202133
1,335232,V1,Left,72,45,47,-0.07354088,0.3445833,-0.07524836,0.3981434,-0.3191172,-0.2473935,-0.208611,17.74704,5.826754,5.76054,6.01526
1,335312,V1,Left,72,45,48,0.04789946,0.4275996,-0.02303259,0.4253815,-0.008975438,-0.01805589,-0.0024389,21.40707,-0.4379034,9.831945,1.063332
1,335313,V1,Left,72,45,49,0.05031316,0.8316547,0.07536954,0.9330876,-0.1084259,-0.05814581,-0.06084424,41.82977,0.7914782,9.769441,5.77546
1,335315,V1,Left,72,45,50,-0.09978823,1.373975,-0.05757021,1.394195,0.006172087,0.02801768,0.1131432,61.56121,0.2450466,16.08897,2.508835
1,335316,V1,Left,72,46,47,-0.1374514,1.108991,-0.06568293,1.182532,-0.06906325,-0.05416105,0.002523414,57.2611,-0.1289368,15.97815,1.828364
1,335317,V1,Left,72,46,48,-0.2005021,0.09461314,-0.1418337,0.2325786,-0.2920197,-0.2964389,-0.2898645,10.73177,7.221675,3.697291,5.356955
1,335396,V1,Left,72,46,49,0.05471752,0.428796,0.09861089,0.4891272,-0.003609128,-0.003122537,0.008287947,20.89549,-0.6032825,7.956087,0.5925401
1,335400,V1,Left,73,40,46,-0.1416698,1.280648,-0.08562008,1.342879,-0.01157715,0.004642249,0.04170066,53.14869,-0.6515384,11.87508,0.7032505
1,335401,V1,Left,73,40,47,-0.1166621,0.804097,-0.0834185,0.8657056,-0.04721452,-0.04453599,-0.03283999,40.80991,-1.038015,8.033341,0.8499871
1,335402,V1,Left,73,40,48,-0.1358957,-0.06641958,-0.2805782,0.03001389,-0.1421866,-0.1405408,-0.1894818,1.14466,0.4871309,3.303051,2.851819
1,335484,V1,Left,73,41,46,-0.1248528,0.5868252,-0.1722673,0.656681,-0.2446121,-0.2397172,-0.2516149,25.99606,3.243959,6.429366,4.255866
1,335485,V1,Left,73,41,47,-0.1262057,0.4985197,-0.16766,0.5361593,-0.1388799,-0.1628324,-0.0999372,17.08536,-1.544476,5.13278,1.375049
1,335486,V1,Left,73,41,48,-0.07857911,0.02057153,-0.3349033,0.1848036,-0.2349256,-0.3051816,-0.1924931,1.12595,-0.1220942,2.412731,2.531497
1,342035,V1,Left,73,42,47,-0.04242215,0.1439311,-0.01558893,0.1598136,-0.09707633,-0.02986468,-0.08894297,4.017234,0.7251084,2.704635,2.834753
1,342118,V1,Left,73,44,46,-0.05112431,0.1254199,0.01914654,0.212719,-0.02269373,-0.001531981,0.001788984,5.821782,-0.5346179,3.44154,2.415363
1,342119,V1,Left,73,44,47,-0.09221224,0.2809492,-0.05269154,0.3255589,-0.1310799,-0.07919945,-0.05537082,15.88902,0.6287515,4.793104,4.470655
1,342120,V1,Left,73,44,48,-0.05311621,0.2034656,-0.05198068,0.2017187,-0.2958477,-0.2553041,-0.2295283,6.08896,5.813557,3.05311,7.63389
1,342201,V1,Left,73,45,46,0.02317909,0.1544762,0.01306939,0.1165403,-0.07948554,-0.02443969,-0.07103498,-1.697183,-0.5336046,1.831105,2.886737
1,342202,V1,Left,73,45,47,0.0003805695,0.6685892,0.02187024,0.6653878,-0.07164553,0.01827045,0.02225689,34.93007,-0.2181292,6.733202,1.438218
1,342203,V1,Left,73,45,48,-0.05587396,0.7822893,-0.01798074,0.7612335,-0.1424188,-0.05601653,-0.02555373,40.15295,0.2349794,9.044696,3.025607
1,342285,V1,Left,73,45,49,0.06809258,0.3491944,0.00589124,0.1926023,-0.09022157,-0.05166689,-0.03997862,7.230014,-0.9549022,3.640287,1.713827
1,342286,V1,Left,73,46,47,0.05473565,0.7375407,0.02113774,0.6624256,-0.03969406,0.02152552,0.04679362,39.31801,-0.3921151,7.901777,1.252127
1,342287,V1,Left,73,46,48,0.05967544,0.750309,0.05858132,0.7382256,-0.03057436,0.02427852,0.0367735,42.65401,-0.1886845,9.986718,1.275984
1,342371,V1,Left,73,46,49,0.008779523,0.7260343,0.013148,0.7803034,0.05128889,0.05411524,0.07006189,48.10509,-0.2752185,12.59229,1.78261
1,342372,V1,Left,74,40,46,-0.04398089,0.5748491,-0.03682431,0.6531844,-0.02538669,-0.08065635,-0.002202271,37.41066,-0.4179835,10.89691,1.626303
1,342455,V1,Left,74,40,47,-0.05151351,0.8000182,0.00142556,0.8444718,-0.03551571,-0.01177741,0.02528337,47.85922,-0.6630421,12.80024,0.9802839
1,342456,V1,Left,74,41,46,-0.02451148,0.9721182,0.03462335,0.9361045,0.1263228,0.1028286,0.1091182,48.20703,0.04154444,12.25477,2.369963
1,342457,V1,Left,74,41,47,-0.02328258,0.5796948,-0.02292813,0.5552682,0.05483282,0.004023367,-0.01603652,34.5997,-1.154554,8.319682,1.149056
1,342458,V1,Left,74,44,52,-0.03945118,-0.02321301,-0.09324594,0.02949924,-0.1056662,-0.1169744,-0.1207704,-1.54351,-0.4586577,1.057318,2.644224
1,342540,V1,Left,74,44,53,-0.01770068,0.4639317,-0.04241363,0.4540972,0.009331557,-0.0610973,-0.06619024,17.87038,-0.991869,5.562468,1.527777
1,342541,V1,Left,74,45,47,-0.001671565,0.3635131,-0.05406778,0.3600209,0.02539193,-0.08002787,-0.09406414,12.93224,-1.588404,4.654824,1.404805
1,342542,V1,Left,74,45,48,0.1117444,0.1130167,-0.1391658,0.2180167,-0.04311531,-0.2087642,-0.146544,0.1836121,-0.323391,1.740371,2.237382
1,349511,V1,Left,74,45,49,-0.03946111,0.2401257,-0.06207692,0.1992635,0.05337522,0.004094742,0.01738851,10.30787,-1.022506,5.941319,0.8961737
1,349512,V1,Left,74,46,47,0.02797398,0.001434914,-0.01606097,-0.04994695,0.03829658,-0.06579149,-0.03274509,-0.9516597,-1.523578,1.109309,1.142094
1,363542,V1,Left,74,46,48,0.1200856,0.8840235,0.005444196,1.10906,0.08545885,0.1208179,0.1663887,12.60119,-1.400411,6.428215,1.26516
1,370598,V1,Left,74,46,49,0.1775177,0.4683239,-0.2964788,0.8387576,0.3015008,0.1514587,0.280078,0.9971142,-2.154732,2.538176,1.163585
1,271475,V1,Right,68,42,40,0.2238622,0.05429672,0.2834438,0.009785641,-0.05507042,-0.1049378,-0.03837345,9.506077,0.7769763,6.078156,3.131836
1,271557,V1,Right,68,43,39,-0.02240566,-0.004462215,-0.04522755,-0.06154846,-0.05509927,-0.01372264,-0.0769097,-1.570022,-0.5413294,0.9763282,1.727461
1,271558,V1,Right,68,43,40,0.5607147,0.218522,0.612197,0.1170185,0.08992236,0.06876567,0.06436651,32.49695,-0.2262115,16.77957,2.088822
1,271559,V1,Right,68,43,41,0.9199255,0.1372671,0.9971286,0.07624432,0.09198362,0.06482003,0.09054571,53.7532,0.1898766,21.36123,2.158743
1,271641,V1,Right,69,41,39,0.4478549,0.07691921,0.5256635,0.09201806,-0.002840212,-0.003395162,-0.008629536,24.31723,-0.6386518,7.510097,0.5055085
1,271642,V1,Right,69,41,40,1.265644,0.1958536,1.37177,0.2069625,0.1031118,0.1015434,0.1346407,58.69695,0.7827103,16.53804,3.243754
1,271643,V1,Right,69,41,41,1.278363,0.1218816,1.365259,0.1370202,0.04390328,0.06083312,0.1360307,61.06727,0.8942485,20.13962,3.101901
1,271644,V1,Right,69,42,39,0.7132677,0.008914849,0.7428921,0.00595504,-0.09465866,-0.06996605,-0.0007020511,47.71615,1.485723,14.46262,6.216759
1,271724,V1,Right,69,42,40,-0.007256612,-0.007792524,0.01626242,-0.05250872,-0.0367027,-0.1148988,-0.02737691,-0.7241011,-0.07430315,1.179066,2.339185
1,271725,V1,Right,69,42,41,0.5768171,0.05605636,0.6506142,0.08261547,0.01518743,0.02168345,0.03688462,33.85519,-0.6200314,7.209662,1.20427
1,271726,V1,Right,69,43,39,1.178191,0.1040319,1.269076,0.1708093,0.03979588,0.1092874,0.1646763,56.10635,1.282787,11.77751,3.984526
1,271727,V1,Right,69,43,40,0.9223442,0.05067972,1.005421,0.109444,-0.01209866,0.05966074,0.1341066,52.77532,1.604438,13.61174,3.428186
1,278449,V1,Right,69,43,41,-0.01592825,-0.1417709,0.0924604,-0.1056051,-0.4638385,-0.4126299,-0.4077474,4.174948,17.26246,3.543872,14.36715
1,278530,V1,Right,69,43,42,-0.01002219,-0.02541526,-0.002825818,-0.09002741,-0.06273799,-0.05893232,-0.07450407,-0.9325027,-0.7898092,1.646991,1.956796
1,278531,V1,Right,69,44,40,0.6930908,0.05786771,0.7248221,0.03150345,-0.02914546,-0.008962706,0.01911917,42.14281,0.2833009,10.61078,3.90154
1,278532,V1,Right,69,44,41,0.9757087,-0.1206543,1.055839,-0.1023104,-0.2164251,-0.1358878,-0.1454428,48.00164,3.142536,15.99627,9.017954
1,278533,V1,Right,70,40,40,0.5445374,-0.2440273,0.6379082,-0.2315337,-0.3925174,-0.297036,-0.3085363,35.56416,8.525819,10.32645,13.0869
1,278613,V1,Right,70,41,39,-0.1821364,-0.09864944,-0.2189594,-0.1474742,-0.1974751,-0.1522309,-0.2141172,1.021886,1.243401,3.173883,3.357758
1,278614,V1,Right,70,41,40,0.9401664,0.1837474,0.9836441,0.09445252,0.09455369,0.06978405,0.0831639,50.52646,-0.1090288,16.64853,1.742358
1,278615,V1,Right,70,41,41,1.749305,0.1226034,1.835834,0.07282457,0.075926,0.08601876,0.06821481,63.7861,0.04451275,22.56695,2.34773
1,278616,V1,Right,70,42,39,1.396396,-0.06902745,1.452492,-0.0756328,-0.1862568,-0.1392799,-0.1688088,55.91351,2.098721,17.18537,6.025853
1,278696,V1,Right,70,42,40,-0.1468813,-0.133005,-0.1944732,-0.1042418,-0.2846042,-0.18994,-0.2330295,1.373744,2.389562,3.106749,4.744239
1,278697,V1,Right,70,42,41,0.7758015,0.1126874,0.8374753,0.1253304,0.02425157,0.02476011,0.05628009,42.39644,-0.2081513,12.102,1.586768
1,278698,V1,Right,70,42,42,2.141232,0.1535891,2.256751,0.1980399,0.2177738,0.2252432,0.2440693,67.79171,1.991522,20.58395,3.996364
1,278699,V1,Right,70,43,39,2.208672,0.06727456,2.265985,0.07161397,0.1034327,0.1098392,0.1449517,67.68969,0.2471268,19.80795,2.191887
1,278700,V1,Right,70,43,40,1.016813,-0.02580286,1.03921,-0.07158711,-0.1094841,-0.1055125,-0.07141519,54.07969,1.002175,14.3809,4.716411
1,278780,V1,Right,70,43,41,-0.005850853,-0.08961952,-0.02249588,-0.1283051,-0.1391728,-0.1158763,-0.05865762,0.03111362,1.379257,2.673193,3.733642
1,278781,V1,Right,70,43,42,1.043032,0.05181791,1.178984,0.07832514,-0.002757775,0.05628956,0.06365789,52.78791,-0.1718402,11.326,1.345483
1,278782,V1,Right,70,44,40,2.157895,0.1001434,2.290771,0.1711845,0.1020793,0.1472879,0.2100527,66.06907,0.5793452,14.42686,3.081198
1,278783,V1,Right,70,44,41,1.987103,0.07073506,2.065848,0.1149063,0.0837713,0.07267469,0.1992713,65.90697,0.481993,17.29187,3.057615
1,278784,V1,Right,70,44,42,0.9060003,-0.001571108,0.9548824,0.04309516,-0.05271747,-0.03759845,0.01283583,49.455,0.4150987,16.5031,3.742421
1,278865,V1,Right,71,40,39,0.3767155,0.07937445,0.3880102,0.03842723,-0.04997383,-0.02791903,-0.03249134,11.56192,0.4784405,5.252847,3.593145
1,278866,V1,Right,71,40,40,0.7631146,0.09162769,0.8566763,0.09295037,-0.01525235,-0.04829827,0.03379589,35.85427,-0.1233101,8.46085,1.503692
1,278867,V1,Right,71,40,41,1.058719,0.05333936,1.190081,0.1013282,0.04460041,-0.04688416,0.1007295,49.46442,0.02948642,12.96777,1.971363
1,278868,V1,Right,71,41,39,0.8394711,-0.004753733,0.8962697,0.07758922,-0.01297953,-0.04532178,0.03620548,43.91515,-0.06395578,14.45364,2.623734
1,278952,V1,Right,71,41,40,0.5001364,-0.1072035,0.5605884,-0.02729205,-0.1409212,-0.1655765,-0.140944,32.13138,1.612002,9.996965,4.098361
1,278953,V1,Right,71,41,41,0.4877565,-0.02110638,0.5350903,-0.002212174,-0.03085753,0.02865888,-0.01495828,28.90435,-0.4594088,8.050835,0.9172995
1,278954,V1,Right,71,42,39,0.1651042,0.03238319,0.1942773,0.04390971,-0.04102322,0.0729124,-0.02251098,-1.664841,-0.6356239,2.027652,1.194492
1,279036,V1,Right,71,42,40,0.01267834,-0.1702698,0.04815565,-0.117041,-0.3697411,-0.332808,-0.3253019,3.950465,10.15311,3.460397,9.026091
1,279037,V1,Right,71,42,41,0.2469605,-0.1373968,0.3174964,-0.1280233,-0.1450887,-0.00223083,-0.04645575,15.94886,0.7244706,3.747005,2.881109
1,279038,V1,Right,71,42,42,0.3315783,-0.215586,0.3889174,-0.1810364,-0.2514778,-0.1504416,-0.08993459,8.974022,0.09083748,2.569511,2.861049
1,285504,V1,Right,71,43,39,0.1605446,-0.1491512,0.1769685,-0.06896651,-0.2813398,-0.3460265,-0.2692402,8.755833,8.519447,3.804915,7.629523
1,285505,V1,Right,71,43,40,0.4650052,-0.3074653,0.5680621,-0.2448928,-0.5389424,-0.5122522,-0.4659234,28.89248,12.48974,7.095123,8.369086
1,285506,V1,Right,71,43,41,0.2877336,-0.432196,0.3202445,-0.4318987,-0.8811024,-0.6726963,-0.7476816,18.98475,19.03913,5.043884,12.90036
1,285587,V1,Right,71,43,42,0.2207414,-0.04403888,0.1832293,-0.04308518,-0.05832029,-0.06972209,-0.0287281,9.018988,0.1268148,3.334121,3.296418
1,285588,V1,Right,71,44,40,0.7144188,-0.2162615,0.7564015,-0.1436021,-0.2327003,-0.2139526,-0.1769719,38.26976,2.557427,9.408179,5.841969
1,285589,V1,Right,71,44,41,0.6763087,-0.3909444,0.7398677,-0.2984107,-0.5068257,-0.4632128,-0.4251655,36.44488,9.704697,9.819468,10.29756
1,285590,V1,Right,71,44,42,-0.02236705,-0.3275428,-0.09184174,-0.285097,-0.6630397,-0.5715681,-0.5902616,4.797358,17.01616,3.345243,13.29256
1,285669,V1,Right,72,39,41,-0.554746,-0.3319461,-0.5860795,-0.4003964,-0.4052972,-0.3294492,-0.3888539,12.46689,5.525023,8.192151,6.041332
1,285670,V1,Right,72,40,40,0.1477566,-0.0612433,0.1056739,-0.1189564,-0.1081577,-0.09342311,-0.09946148,5.433041,0.9836555,3.192369,4.822616
1,285671,V1,Right,72,40,41,0.7229479,-0.0155589,0.6835161,-0.0369482,-0.06287966,-0.05525656,-0.0504806,39.85713,0.4036784,9.705468,4.868123
1,285672,V1,Right,72,41,40,0.6997172,-0.1486852,0.668492,-0.1355269,-0.2584063,-0.2682485,-0.2196569,34.58604,4.162681,8.766448,7.182911
1,285673,V1,Right,72,41,41,0.2115183,-0.2603617,0.1995949,-0.1895902,-0.4403991,-0.396937,-0.3615671,13.2147,9.929281,3.236421,9.814744
1,285753,V1,Right,72,42,39,0.3588153,0.02644262,0.3855788,0.03185675,-0.04054735,-0.003497392,0.02113731,15.81217,-0.03477335,7.588709,2.049339
1,285754,V1,Right,72,42,40,1.052974,0.04259544,1.056973,0.07020529,0.09469664,0.149442,0.1088025,54.33858,1.037329,13.174,3.591897
1,285755,V1,Right,72,42,41,1.229311,-0.01088835,1.141568,-0.004154587,0.02943144,0.05967192,0.03999113,56.38729,-0.03069639,12.82851,3.077161
1,285756,V1,Right,72,42,42,0.6261258,-0.09550085,0.5512912,-0.1121889,-0.1699088,-0.1833255,-0.1096708,35.17403,1.848835,8.249165,4.30406
1,285757,V1,Right,72,43,40,0.02274835,-0.1473069,0.04866666,-0.1403001,-0.3015398,-0.2529556,-0.2446124,2.076721,7.270461,2.061466,6.75299
1,285836,V1,Right,72,43,41,-0.05050847,-0.1546724,-0.1246261,-0.1988886,-0.1523834,-0.1633547,-0.06981108,0.8131206,1.980907,3.550834,4.819334
1,285837,V1,Right,72,43,42,0.6169569,-0.02411465,0.6743968,-0.03222603,-0.09304448,-0.04162334,-0.02189067,36.44136,0.1177669,9.358804,2.836737
1,285838,V1,Right,72,44,40,1.314197,0.02134501,1.341613,0.06000894,-0.04458196,0.01828631,0.009304747,57.22786,-0.258112,14.59667,2.785196
1,285839,V1,Right,72,44,41,1.466899,-0.02109183,1.434663,0.03870148,-0.06387344,-0.04312095,0.01274145,59.46704,-0.03274679,17.6822,3.147807
1,285840,V1,Right,72,44,42,0.9889292,-0.0167157,0.9884025,0.0133515,-0.1072557,-0.0830579,-0.02038232,48.83801,0.60516,15.79974,2.772787
1,285921,V1,Right,72,45,40,0.2085087,-0.01363996,0.2081876,-0.05676077,-0.1587135,-0.1067631,-0.113965,5.566037,2.25997,3.871659,5.000089
