subject,voxelIndex,region,hemisphere,X,Y,Z,resp_wordL,resp_wordR,resp_scramL,resp_scramR,resp_focalCueLeft,resp_focalCueRight,resp_distributedCue,xvalRSqr_locz,xvalRSqr_main,snrAfter_locz,snrAfter_main
1,413173,VWFA_1,Left,64,48,56,0.2182398,0.4419224,0.005174919,0.09252381,0.2964763,0.3816932,0.383013,8.398115,6.104147,6.007801,7.976401
1,413174,VWFA_1,Left,64,48,57,0.1172008,0.2920027,-0.03000668,0.04437124,-0.07913728,0.03732799,0.0004144365,3.07979,0.5598605,4.47767,2.768395
1,413255,VWFA_1,Left,64,48,58,0.372556,0.593127,0.1829067,0.2398744,0.6152923,0.6371019,0.6726874,5.909067,9.042316,9.702375,6.739148
1,413256,VWFA_1,Left,64,49,57,0.4782079,0.8263282,0.2200477,0.3113946,0.7528709,0.7992044,0.8794394,9.291553,10.92703,10.67132,7.43391
1,413257,VWFA_1,Left,64,49,58,0.3040677,0.4917112,0.07252705,0.2698086,0.1050838,0.2930253,0.3282636,3.57635,1.053113,5.823342,3.193341
1,420147,VWFA_1,Left,65,46,58,0.4850636,0.899577,0.301485,0.5221898,1.008151,0.9719463,1.157453,6.26573,8.538371,6.975657,9.449314
1,420230,VWFA_1,Left,65,48,58,0.1776754,0.3474227,0.0181425,0.1253227,-0.2715129,-0.09935088,-0.06511473,0.3846824,1.739824,5.597616,5.525361
1,420231,VWFA_1,Left,65,49,58,0.2123704,0.3759737,0.05553185,0.1073688,-0.07914555,-0.1021677,0.08391754,0.2518117,0.03831387,3.123694,1.445716
1,215608,VWFA_1,Right,63,47,32,0.3483867,0.1978299,0.2090495,0.03088816,0.1988643,0.1739968,0.1813509,4.0137,0.04482865,6.311674,4.957997
1,222663,VWFA_1,Right,64,46,33,0.2661942,0.2520926,0.2010888,0.06392425,0.1952257,0.1988469,0.216189,3.782821,1.447576,6.843425,6.09484
1,222664,VWFA_1,Right,64,47,31,0.4262627,0.3086322,0.2733303,0.107342,0.378367,0.3012571,0.3724103,6.059778,4.247236,8.787313,6.257892
1,222665,VWFA_1,Right,64,47,32,0.5982634,0.2924612,0.4050018,0.1256868,0.5749394,0.5216694,0.504178,11.7642,8.056402,8.866344,7.45795
1,229636,VWFA_1,Right,64,47,33,0.5435722,0.2747389,0.2850096,0.1697381,0.5957522,0.5293221,0.5401872,10.61655,14.0511,8.86778,11.29321
1,229720,VWFA_1,Right,65,47,32,0.3635971,0.284155,0.171384,0.1029773,0.3457214,0.2671209,0.322512,4.439509,3.736365,6.45205,7.412439
1,229721,VWFA_1,Right,65,47,33,0.4392218,0.2447548,0.2775009,0.1220717,0.472859,0.4368638,0.4283257,7.505745,8.675915,8.547787,9.172703
1,378057,VWFA_2,Left,52,49,55,0.09719039,0.287149,-0.03228361,0.002311462,0.3716906,0.2674706,0.3255111,2.656847,3.008318,4.234447,5.317577
1,378058,VWFA_2,Left,52,49,56,0.1484588,0.4840601,0.02603243,0.1020584,0.5151569,0.4383056,0.5426182,7.158828,8.226883,6.8198,10.0727
1,378141,VWFA_2,Left,53,49,55,0.05373875,0.2389903,-0.03258206,-0.02006576,0.5054898,0.1057397,0.4673093,1.109278,6.169027,3.2668,4.419796
1,378142,VWFA_2,Left,53,49,56,0.1527781,0.3436919,-0.02869735,0.06412449,0.5194259,0.1246542,0.5481879,2.977395,9.480887,4.989174,4.723783
1,384944,VWFA_2,Left,54,48,56,0.3190541,0.4136202,0.0709527,0.1901538,0.1962136,0.2023044,0.20508,6.766486,0.8603156,6.693422,4.321458
1,384945,VWFA_2,Left,54,49,56,0.3709348,0.5268762,0.1169194,0.2534737,0.3056886,0.3361221,0.2804505,7.20653,2.043843,7.397295,6.095046
1,384946,VWFA_2,Left,55,47,56,0.4053867,0.527187,0.1650572,0.2719448,0.2986976,0.2396358,0.2750874,6.004911,0.6643236,8.863259,5.472251
1,385027,VWFA_2,Left,55,48,55,0.1994793,0.2941938,0.04567399,0.07232393,0.170903,0.1758329,0.2330813,4.608798,1.740539,6.262032,4.086327
1,385028,VWFA_2,Left,55,48,56,0.1346054,0.2839937,-0.01286665,0.01565803,0.09194946,0.07038201,0.139789,3.992498,0.03675222,4.614949,2.352041
1,385029,VWFA_2,Left,56,47,55,0.09215336,0.2317599,-0.1329431,-0.02236068,0.09017704,0.1072254,0.1309993,2.707499,-0.02503395,2.494571,3.602965
1,385030,VWFA_2,Left,56,47,56,0.1887939,0.2863252,-0.0904346,0.02314848,0.1485895,0.1803091,0.1974983,5.098462,0.4104316,3.418969,4.016542
1,385031,VWFA_2,Left,56,48,55,0.2323904,0.3960905,-0.002944567,0.09870521,0.1773689,0.1614077,0.1827689,7.788396,0.1794696,6.152493,3.98692
1,385108,VWFA_2,Left,56,48,56,0.2381103,0.384216,-0.04634965,0.004557195,0.5259458,0.3119414,0.4423177,3.001386,4.753149,3.092502,7.376991
1,385109,VWFA_2,Left,56,50,55,0.2017697,0.3884134,-0.1030668,0.05583975,0.3711996,0.319948,0.3081414,2.947336,1.988876,5.257113,6.495141
1,385113,VWFA_2,Left,57,47,55,0.05476326,0.3212893,-0.001611395,-0.03212417,0.1131906,0.05027904,0.09935097,3.540355,-0.6227374,3.900374,1.683811
1,385114,VWFA_2,Left,57,47,56,0.08915249,0.3730282,-0.006909415,0.01692817,0.2358404,0.1476147,0.2551035,4.045075,0.2057791,6.626636,3.096171
1,385196,VWFA_2,Left,57,48,55,0.1678168,0.5728686,0.1359434,0.1042032,0.2661541,0.03864805,0.2046139,5.102783,0.237143,7.595304,4.127054
1,385197,VWFA_2,Left,57,48,56,0.1801133,0.5548284,0.005304012,0.05104624,0.5641283,0.2122057,0.4858443,8.726912,5.978602,8.339396,5.688447
1,385198,VWFA_2,Left,57,49,54,0.08185605,0.3293632,-0.05164237,-0.03471632,0.6750784,0.1774288,0.6316364,1.308197,7.35994,3.593615,4.392151
1,391999,VWFA_2,Left,57,49,55,0.1993803,0.3337704,0.06293394,0.1142515,0.1855268,0.133438,0.1762775,5.858916,-0.73452,5.274656,2.403349
1,392000,VWFA_2,Left,57,50,54,0.3493112,0.5270779,0.123807,0.1587267,0.3070461,0.3020005,0.2755677,11.78082,0.6009698,10.2251,5.068672
1,392001,VWFA_2,Left,57,50,55,0.4241218,0.59523,0.1432675,0.1592627,0.318059,0.3320887,0.2537141,12.7906,0.4847109,9.509416,4.879805
1,392002,VWFA_2,Left,58,47,55,0.3248258,0.4169957,0.1014523,0.120717,0.1435785,0.1163709,0.1059282,5.787587,-1.298141,7.002247,1.717247
1,392003,VWFA_2,Left,58,47,56,0.1943349,0.295953,0.06176188,0.07585709,0.06277509,0.02250255,0.01051011,2.414089,-0.8488178,5.794681,1.457733
1,392082,VWFA_2,Left,58,48,55,0.08695116,0.2780802,0.007385947,-0.03092828,0.1394337,0.09901109,0.1273542,4.153848,-0.8066893,4.027365,1.936496
1,392083,VWFA_2,Left,58,48,56,0.1637851,0.2507524,0.02260971,-0.03846401,0.1048003,0.09783113,0.1018654,6.475168,-1.030934,3.80375,1.476785
1,392084,VWFA_2,Left,58,49,54,0.1813335,0.2814781,0.04416654,0.004615938,0.1193313,0.07771339,0.09806999,4.086858,-0.6253123,3.10061,2.810748
1,392085,VWFA_2,Left,58,49,55,0.1211651,0.216627,-0.05600605,-0.07690563,0.03318784,0.01957215,0.01336531,2.742976,-0.4354,1.8038,1.973641
1,392086,VWFA_2,Left,58,50,54,0.07300761,0.187743,-0.1326988,-0.08724505,-0.01543551,0.0135429,0.0266427,3.304893,-0.3630877,2.1181,1.983975
1,392087,VWFA_2,Left,58,50,55,0.2077668,0.3528978,-0.008821395,0.02123615,0.05482703,0.05566483,0.06503277,5.921584,-0.9796619,4.12584,1.943722
1,392164,VWFA_2,Left,59,46,57,0.4183992,1.017424,0.0598188,0.3729838,0.7471803,0.5237321,0.5953526,3.935421,2.853715,4.632641,7.850976
1,392165,VWFA_2,Left,59,46,58,0.5760299,1.176378,0.2361561,0.4230785,0.776172,0.6192717,0.7127002,5.147749,2.998751,6.182422,6.870141
1,392166,VWFA_2,Left,59,47,56,0.2318648,0.511573,0.0562608,0.1048109,0.1842895,0.1491225,0.204538,2.459341,-0.6044149,5.348464,2.387955
1,398975,VWFA_2,Left,59,47,57,0.2561401,0.3632187,0.0917682,0.1639505,0.4918671,0.4601702,0.4678325,5.879915,13.33287,7.64147,12.18223
1,399059,VWFA_2,Left,59,47,58,0.2132023,0.3516974,0.05624278,0.151784,0.3292843,0.2693456,0.2625664,2.706629,4.202068,5.27916,6.24429
1,406031,VWFA_2,Left,59,47,59,0.2851737,0.37043,0.0897137,0.1370438,0.6293341,0.5178505,0.5948706,6.477457,17.61075,7.077054,12.17205
1,406115,VWFA_2,Left,59,48,55,0.3758234,0.6365697,0.151577,0.2646482,0.8221539,0.7257088,0.770506,13.60889,23.59446,8.451418,14.62367
1,406199,VWFA_2,Left,59,48,56,0.2276595,0.3953788,0.03923983,0.1654089,0.4277677,0.4508469,0.4318322,4.43973,5.537659,5.327703,5.933219
1,413171,VWFA_2,Left,59,48,58,0.2280394,0.426733,0.0877454,0.1505663,0.6148753,0.5991164,0.6616824,5.975175,19.38972,7.446117,14.1657
1,413255,VWFA_2,Left,59,48,59,0.372556,0.593127,0.1829067,0.2398744,0.6152923,0.6371019,0.6726874,5.909067,9.042316,9.702375,6.739148
2,321288,V1,Left,70,45,48,-0.1784246,-0.1400903,-0.2168205,-0.1001372,-0.2705061,-0.1643701,-0.1711617,1.652074,7.532805,3.767276,10.38727
2,328259,V1,Left,70,45,49,-0.2055576,-0.05890141,-0.1910937,-0.05122853,-0.09793774,-0.03233479,-0.01516399,5.800814,0.4290044,6.065772,4.141751
2,328260,V1,Left,70,45,50,-0.165766,-0.02459618,-0.1632413,0.003563192,-0.174393,-0.08458514,-0.0517313,6.560582,2.560002,4.416279,8.190448
2,328261,V1,Left,71,44,47,-0.1609701,-0.1823773,-0.1615254,-0.1386082,-0.2155987,-0.1386247,-0.1481935,4.087848,5.518687,4.189243,10.64591
2,328343,V1,Left,71,44,48,-0.0371778,0.3645085,-0.02295679,0.3506987,-0.03088367,0.02444169,0.02398984,22.65175,-0.1731038,6.225436,1.440597
2,328344,V1,Left,71,44,49,-0.08415845,0.3527319,-0.1213094,0.4415587,-0.2012065,-0.04734641,-0.05390729,33.00678,3.471386,7.856836,7.505415
2,328345,V1,Left,71,45,47,-0.2330759,-0.2094799,-0.2767183,-0.09189128,-0.3739392,-0.2284592,-0.2642322,7.556123,12.49779,6.983544,13.71073
2,328428,V1,Left,71,45,48,-0.155211,-0.05142782,-0.1875413,0.05033486,-0.4546062,-0.2647575,-0.3413066,1.684856,17.20304,2.305064,17.42657
2,328429,V1,Left,71,45,49,-0.3018505,-0.4672014,-0.351828,-0.2589272,-0.5972952,-0.4058442,-0.4879096,10.41757,26.04507,6.445881,17.89894
2,328597,V1,Left,71,45,50,-0.2668941,-0.2922795,-0.2633538,-0.1279633,-0.4747322,-0.3915499,-0.3486266,0.569129,9.093296,3.49118,11.13658
2,328680,V1,Left,71,46,48,-1.133464,-0.6023798,-0.9963859,-0.4077206,-1.139347,-0.8251873,-0.9082614,6.620068,7.887852,8.198385,13.9005
2,328681,V1,Left,71,46,49,-0.9078071,-0.08617494,-0.7992955,0.09662979,-1.052523,-0.8315269,-0.6404,8.912933,4.167414,5.153779,11.3145
2,335315,V1,Left,71,46,50,-0.1479602,0.1662162,-0.09776893,0.1298485,-0.01695429,0.02704996,-5.435287e-05,14.10212,-0.2087951,4.130877,1.47411
2,335316,V1,Left,71,46,51,-0.1332382,0.1952743,-0.1341087,0.1868014,-0.04330474,0.01284748,0.009229881,19.82859,0.1184165,4.108772,2.606942
2,335398,V1,Left,71,47,50,-0.1187207,0.1859801,-0.09987224,0.1281181,-0.007610788,0.02643552,0.004220496,11.97825,-0.4372478,5.529591,0.9409321
2,335399,V1,Left,71,47,51,-0.02467502,0.8292148,-0.08448872,0.7318522,0.08331078,0.1983014,0.1394912,52.80825,1.529068,14.92844,7.381368
2,335400,V1,Left,71,48,50,-0.07963172,0.8117089,-0.1524636,0.8393512,-0.08411361,0.08451619,0.03722636,59.24003,1.275921,13.00318,3.452687
2,335401,V1,Left,71,48,51,-0.2612445,0.03965184,-0.3417296,0.1967226,-0.4793087,-0.2644565,-0.3266686,25.21555,17.61045,7.195633,13.36119
2,335483,V1,Left,72,44,47,-0.1553107,0.8631148,-0.2270986,0.8794834,-0.09084347,0.1272503,0.051646,58.49327,2.559823,9.244708,4.203969
2,335484,V1,Left,72,44,48,-0.1569048,0.5225616,-0.2107874,0.6829412,-0.3582146,-0.1590875,-0.2067885,44.46819,9.093261,7.061905,14.25403
2,335485,V1,Left,72,44,49,-0.2864853,0.02565422,-0.360301,0.2400889,-0.5577469,-0.3354928,-0.4320543,26.17163,21.7895,4.903289,15.74889
2,335486,V1,Left,72,45,46,-0.3683742,-0.4730812,-0.3622698,-0.3151231,-0.4763758,-0.3583236,-0.4176019,15.02208,18.54715,9.78371,17.7968
2,335568,V1,Left,72,45,47,-0.1827188,-0.06442738,-0.1685293,0.09940413,-0.4349646,-0.3199602,-0.3461948,9.26758,16.15946,4.224232,16.48333
2,335569,V1,Left,72,45,48,-0.1927243,-0.1079457,-0.1923747,0.07332981,-0.3947954,-0.2468814,-0.294499,8.244568,13.66004,3.203876,12.55062
2,335652,V1,Left,72,45,49,-0.1998478,0.1563592,-0.287095,0.3514517,-0.4297108,-0.2611966,-0.2960338,27.65855,12.80744,4.377987,15.65556
2,335653,V1,Left,72,45,50,-0.2444819,0.4305425,-0.3119679,0.6392072,-0.4765379,-0.2327236,-0.264992,35.51916,8.838123,5.827789,10.92668
2,335654,V1,Left,72,46,47,-0.4752218,-0.4979858,-0.4430367,-0.2392859,-0.7960658,-0.6634448,-0.5633204,1.29559,7.281834,3.633657,12.04537
2,335736,V1,Left,72,46,48,-0.4771179,0.07494104,-0.4633498,0.2471767,-0.4804605,-0.2791441,-0.2465902,15.83487,3.986651,4.71102,9.926091
2,335737,V1,Left,72,46,49,-0.4267384,0.7861375,-0.5064698,1.006758,-0.6707377,-0.3835188,-0.2690185,25.27113,2.848649,5.358033,8.562951
2,335738,V1,Left,72,46,50,-0.5189615,-0.2045627,-0.3570945,0.2135317,-0.8752492,-0.7623758,-0.5625018,2.039117,2.895337,2.559283,8.938321
2,342371,V1,Left,72,46,51,-0.008562782,0.2839681,0.0363565,0.2754706,0.03990311,0.04795695,0.00423409,23.63007,-0.307107,9.655461,2.722094
2,342372,V1,Left,72,47,48,-0.09015791,0.2011681,-0.1225043,0.2164416,-0.1235241,-0.04727295,-0.1081192,24.14873,1.984918,6.428644,5.225278
2,342454,V1,Left,72,47,49,-0.07234824,0.4686334,-0.07140155,0.3031597,0.07461181,0.1513107,0.1096944,29.41668,0.7942855,9.219414,5.28086
2,342455,V1,Left,72,47,50,0.005783008,0.8132078,-0.07105228,0.6845973,0.09921551,0.2120418,0.1344849,54.89961,1.836604,18.57309,8.051807
2,342456,V1,Left,72,47,51,-0.05493492,0.7828242,-0.141037,0.7636681,0.001173764,0.139612,0.02936177,58.76121,0.626266,13.54472,4.204623
2,342457,V1,Left,72,48,48,-0.2224371,0.1775288,-0.2896701,0.2697296,-0.3734778,-0.1779366,-0.277558,32.34027,13.92383,6.855469,13.08757
2,342539,V1,Left,72,48,49,-0.04852732,1.349633,-0.1609119,1.27926,0.1495893,0.356098,0.2674727,69.03356,8.262062,15.17193,12.43175
2,342540,V1,Left,72,48,50,-0.04496151,1.087557,-0.1098311,1.156747,-0.06174077,0.1282434,0.03567601,65.48441,1.374149,14.64033,4.005913
2,342541,V1,Left,72,48,51,-0.2080055,0.6137623,-0.2782109,0.6895949,-0.2417052,-0.003027903,-0.1521148,55.52703,5.837637,9.647859,10.72788
2,342542,V1,Left,72,49,47,-0.3320452,-0.1546633,-0.3324744,-0.08106454,-0.3264906,-0.1973719,-0.2886589,5.152023,4.629385,4.356396,13.51281
2,342624,V1,Left,72,49,48,0.005967507,0.9274817,-0.002042029,1.014518,-0.07517841,0.06605889,0.04130125,61.85186,0.7714868,17.36167,3.595847
2,342625,V1,Left,72,49,49,-0.1737823,0.5795893,-0.2038223,0.6941113,-0.2728621,-0.05471887,-0.1501621,54.62749,7.062161,11.60764,12.0002
2,342626,V1,Left,72,49,50,-0.4069892,-0.2570349,-0.4214609,-0.1708799,-0.4997366,-0.2793534,-0.4084114,5.877876,6.587815,4.230672,12.42136
2,342708,V1,Left,73,44,47,-0.1118535,1.17247,-0.2212459,1.254332,-0.1502385,0.06710365,0.02835646,63.02862,1.964509,11.55646,5.131698
2,342709,V1,Left,73,45,47,-0.2621413,1.143264,-0.3622222,1.292673,-0.3089717,-0.01788711,-0.07850389,56.85316,3.577501,9.388426,7.315817
2,342710,V1,Left,73,45,48,-0.4612248,-0.1431606,-0.3684421,0.08120247,-0.6642561,-0.4520876,-0.3777092,5.254072,5.476278,4.217057,11.58847
2,342792,V1,Left,73,45,49,-0.09957785,0.6738392,-0.1117883,0.7368309,-0.1753839,-0.05018491,0.0106375,26.45268,0.173521,5.84095,3.834929
2,342793,V1,Left,73,45,50,-0.01945273,0.980611,-0.06071091,1.112886,-0.1921162,-0.07528182,0.02764849,21.31048,0.009393692,5.460894,3.132439
2,342794,V1,Left,73,46,47,-0.2637597,0.1314053,-0.08464479,0.3921976,-0.474229,-0.4917428,-0.1660507,2.205807,0.8738518,2.779902,6.278342
2,349510,V1,Left,73,46,48,-0.03543935,0.342339,-0.01007709,0.1841486,0.1181893,0.1209301,0.0911422,15.96273,0.5031884,6.78767,5.913061
2,349511,V1,Left,73,46,49,0.004925748,0.4543321,0.02832163,0.3869044,0.06810828,0.09420784,0.0728632,31.03992,0.0421524,14.48577,4.021365
2,349512,V1,Left,73,46,50,-0.05827611,0.3978413,-0.07253269,0.4162796,-0.04223906,0.05847976,-0.01695349,37.61906,0.5438805,9.261784,2.730298
2,349513,V1,Left,73,46,51,-0.1418712,0.09322593,-0.0927756,0.1776493,-0.1532754,-0.04373357,-0.08700824,15.22675,2.412438,5.501547,8.745088
2,349595,V1,Left,73,47,48,0.01087983,0.8398013,-0.02696867,0.7572783,0.1118428,0.2147435,0.1504633,60.8074,4.031748,15.33713,10.68369
2,349596,V1,Left,73,47,49,-0.004416361,0.686223,-0.03902272,0.7046366,-0.01964813,0.08920142,0.004375074,53.84195,0.2216816,13.92791,3.03939
2,349597,V1,Left,73,47,50,-0.1434306,0.4211445,-0.1286935,0.4406198,-0.029495,0.1242988,0.03454189,36.28996,0.9082854,7.923059,5.18431
2,349598,V1,Left,73,47,51,-0.2095628,0.01856831,-0.1974849,-0.006953149,-0.1074175,0.03231441,-0.05710395,-0.03449917,-0.05941391,1.667481,2.204054
2,349679,V1,Left,73,48,47,-0.02382297,0.8676443,-0.01605998,0.8615006,0.05009119,0.1553112,0.1409197,61.61533,2.221757,15.55253,7.516953
2,349680,V1,Left,73,48,48,0.01804529,0.8793929,0.006293544,0.9077697,-0.02075642,0.07856313,0.04942529,58.30553,-0.08884668,14.78962,2.482668
2,349681,V1,Left,73,48,49,-0.1602938,0.5947238,-0.1832337,0.6436837,-0.1053781,0.06769355,-0.01750246,47.54177,1.218414,9.070518,4.900802
2,349682,V1,Left,73,48,50,-0.4026646,-0.1686456,-0.434948,-0.1449102,-0.3461258,-0.07349264,-0.3036852,4.278922,2.423859,3.409143,7.518649
2,349763,V1,Left,73,48,51,-0.1217433,0.5957851,-0.1161778,0.6799871,-0.04562924,0.03831974,0.07080881,53.34486,0.1241088,10.31995,2.323956
2,349764,V1,Left,73,49,47,-0.01857066,0.9004543,-0.07704461,0.921719,0.04743943,0.0937543,0.0930004,54.88249,-0.2378464,11.86034,3.026514
2,349765,V1,Left,73,49,48,-0.1842531,0.7075594,-0.2145006,0.7622235,-0.04282727,0.06711368,0.05008867,48.38979,0.2261102,7.745017,2.843101
2,349766,V1,Left,73,49,49,-0.4403681,-0.2284943,-0.3198622,-0.05785393,-0.3750905,-0.1758718,-0.1435697,3.222585,1.241547,3.818521,7.82693
2,349848,V1,Left,73,49,50,0.06196856,0.4858869,0.09814883,0.495108,0.148978,0.08107262,0.1845104,14.43607,1.265728,6.421513,5.150521
2,349849,V1,Left,74,46,48,-0.01601834,0.2959573,0.02232492,0.3566459,0.1094055,-0.008047409,0.1661292,3.285813,0.391674,3.479848,3.789201
2,356651,V1,Left,74,46,49,0.081278,0.2554796,0.07075423,0.2209035,0.1634855,0.1440619,0.1642261,9.747916,4.15855,9.259142,6.94717
2,356652,V1,Left,74,46,50,-0.005742402,0.1351116,-0.02995374,0.1735833,-0.04528485,0.01360704,-0.01753107,7.338798,0.2830386,4.808709,3.043123
2,356653,V1,Left,74,47,49,-0.1570179,-0.02863344,-0.13633,0.02731861,-0.1113501,0.009692234,-0.02452045,4.921025,1.233232,3.598034,5.942776
2,356735,V1,Left,74,47,50,0.1218935,0.3508755,0.1149761,0.3358135,0.2066128,0.1847696,0.1904698,17.16221,5.414814,11.59919,8.133295
2,356736,V1,Left,74,48,48,0.05941452,0.2160783,0.06079603,0.2437071,0.0631614,0.06650183,0.03616909,7.940584,-0.02859831,5.165041,3.409913
2,356737,V1,Left,74,48,49,-0.2013389,-0.007970607,-0.1814212,0.01313066,-0.07525633,0.0288676,-0.01736685,5.81829,0.527066,3.372977,3.961843
2,356819,V1,Left,74,48,50,0.1406464,0.3514346,0.1239569,0.3733544,0.3580028,0.2436013,0.3150241,14.45243,11.78043,9.175031,11.36963
2,356820,V1,Left,74,49,48,0.1207051,0.2023754,0.107752,0.2545241,0.3223282,0.1882238,0.2120059,3.848189,8.140469,5.5269,12.37596
2,356821,V1,Left,74,49,49,-0.1537341,-0.03946014,-0.1331891,0.0219965,0.06593493,0.0478434,0.05302094,-0.2863169,-0.4303217,1.916947,1.9244
2,250727,V1,Right,69,44,37,0.09027556,0.1506874,0.1319394,0.05832825,0.3524762,0.4240495,0.4818989,1.053357,12.35551,3.022366,10.09466
2,250811,V1,Right,69,44,38,0.1587626,-0.02606523,0.2132554,-0.09067863,0.07575103,0.09235428,0.08897578,15.27045,0.3335893,4.300731,2.837057
2,250812,V1,Right,69,45,37,0.1186687,0.1626968,0.1085598,0.1215425,0.2930003,0.4979535,0.4700883,0.5854785,18.14114,2.633214,8.275576
2,257697,V1,Right,69,45,38,0.06638166,0.0004402713,0.07632933,-0.0009369539,0.1189335,0.07545135,0.1189573,-0.4774451,1.214451,2.294664,5.853346
2,257698,V1,Right,69,46,38,0.2854973,0.0009484802,0.3117074,-0.03773727,0.169153,0.1392265,0.2228706,20.90619,5.140281,6.122474,9.012146
2,257781,V1,Right,70,43,38,0.3064857,-0.03670821,0.3247891,-0.05329533,0.1428793,0.08821933,0.1227047,22.42131,1.048917,8.666196,5.074518
2,257782,V1,Right,70,44,37,0.805519,0.01325317,0.7665275,-0.02602343,0.2084052,0.1582269,0.2450306,51.24572,4.061532,11.91682,9.258831
2,257783,V1,Right,70,44,38,0.792031,0.06070501,0.7108716,-0.03104228,0.2404261,0.2524569,0.2958274,50.83581,7.614941,11.83779,9.67916
2,257784,V1,Right,70,44,39,0.3815692,0.1433107,0.4018738,0.04248841,0.3949554,0.4980349,0.4961362,20.33967,19.54392,8.236259,12.85194
2,257785,V1,Right,70,45,37,0.191635,0.210083,0.2574624,0.1457904,0.5943568,0.7267095,0.7810866,0.1152992,17.78683,3.017639,14.4979
2,257866,V1,Right,70,45,38,0.8609295,-0.1119971,0.9426253,-0.1273189,0.08079094,0.02125984,0.014109,59.0629,-0.4009008,11.21555,3.236047
2,257867,V1,Right,70,45,39,0.7127014,-0.02630138,0.7316574,-0.05321708,0.03930558,0.03312491,0.02323429,52.20732,-0.4550576,8.735127,1.769801
2,257868,V1,Right,70,46,37,0.645002,0.2064747,0.6173659,0.1384744,0.3638586,0.5160782,0.4938177,33.33962,18.75598,11.07213,10.21853
2,257869,V1,Right,70,46,38,0.5806819,0.4565021,0.5920541,0.3738472,0.9272342,1.223675,1.186254,8.062959,29.63539,5.834643,10.2777
2,257952,V1,Right,70,46,39,0.2526074,-0.03734489,0.3255016,-0.08188358,-0.03692898,0.006227932,-0.005992692,18.71443,-0.1376867,3.804469,2.05363
2,257953,V1,Right,70,47,38,0.2130534,0.1241651,0.2173427,0.1002153,0.234397,0.3317617,0.3371788,1.56334,7.829147,3.134333,10.81941
2,264670,V1,Right,70,47,39,0.004400888,-0.10206,0.02976494,-0.09604418,-0.01588589,0.009164682,0.01183006,1.831436,-0.5979538,3.594827,0.873694
2,264671,V1,Right,71,43,38,-0.05723343,-0.2210738,-0.0007437335,-0.1905243,-0.1159439,-0.13815,-0.1432213,6.097179,2.070224,6.079586,5.416455
2,264672,V1,Right,71,43,39,-0.1328031,-0.2246264,-0.09198971,-0.1772729,-0.1670729,-0.1822289,-0.1945227,3.902322,4.494178,7.249438,8.232368
2,264753,V1,Right,71,44,38,0.08032911,-0.0332967,0.09150311,-0.003357407,0.04609637,0.04260672,0.0677534,-0.3870368,0.2055287,2.466803,4.374602
2,264754,V1,Right,71,44,39,0.5702693,-0.1020286,0.5487183,-0.07538211,0.1196357,0.08628909,0.1576573,41.18797,1.175779,7.161086,6.217948
2,264755,V1,Right,71,45,36,0.808869,-0.1814474,0.7785568,-0.1457177,0.1291205,0.05617923,0.1335551,53.54586,0.6202817,8.311161,4.491397
2,264756,V1,Right,71,45,37,0.4810282,-0.1979932,0.5018516,-0.1803146,0.02805823,-0.03628801,0.02374795,42.47515,-0.4351735,7.598972,1.399393
2,264757,V1,Right,71,45,38,-0.06309044,-0.2906875,-0.04178018,-0.2475876,-0.1792598,-0.2000212,-0.157218,7.936633,2.879852,8.415848,5.282581
2,264837,V1,Right,71,45,39,0.23011,-0.03439597,0.2058141,-0.0526035,0.116085,0.04950444,0.08285476,11.90212,0.4615366,7.221003,4.502711
2,264838,V1,Right,71,46,36,1.168777,-0.02127929,1.117707,-0.09004511,0.2601731,0.1766653,0.2770112,60.20553,3.868824,12.64054,9.589633
2,264839,V1,Right,71,46,37,1.522491,-0.06952113,1.360989,-0.1266634,0.2727178,0.1886684,0.2630526,64.81961,4.356945,12.3868,9.955359
2,264840,V1,Right,71,46,38,1.017806,-0.1010166,0.9310738,-0.1010404,0.2098514,0.1460246,0.1979173,53.23541,1.971376,9.893806,7.85255
2,264841,V1,Right,71,46,39,0.415946,-0.02632091,0.4034775,-0.0009471586,0.2829437,0.2727987,0.359497,15.33925,5.640364,6.428161,12.35125
2,264921,V1,Right,71,47,38,0.2700143,-0.07171588,0.2671869,-0.07575922,0.06447536,0.01143234,0.02303242,23.67638,-0.3856659,9.551737,3.225238
2,264922,V1,Right,71,47,39,0.7656959,-0.02377963,0.8497354,-0.06408916,0.09297664,0.05174042,0.05983754,57.06989,-0.5243182,14.24444,2.995798
2,264923,V1,Right,71,48,38,1.219767,-0.0249358,1.236379,-0.09435147,0.06079583,-0.01545324,-0.008098803,62.50299,-0.2378941,12.08142,2.288913
2,264924,V1,Right,72,43,38,1.164661,-0.01422867,1.120456,-0.05992171,0.1351855,0.1046033,0.124156,58.01436,-0.252223,11.90987,3.507045
2,264925,V1,Right,72,44,38,0.6819733,0.1746193,0.6982844,0.1456489,0.4824911,0.6087175,0.6078434,28.68413,18.76205,9.170811,8.298444
2,265006,V1,Right,72,44,39,0.4633984,-0.1065923,0.4975896,-0.1017087,-0.1114765,-0.1428664,-0.1457032,37.62674,2.619761,8.307513,8.382182
2,265007,V1,Right,72,45,37,0.598897,-0.1577254,0.6635894,-0.1368407,-0.2461282,-0.3081528,-0.2990436,33.88368,8.076888,6.672335,12.24985
