DistributedCue_Left,DistributedCue_Right,FocalCue_Left,FocalCue_Right
0.153732661337649,2.30399666406468,0.656897405740887,3.16724622139374
0.544444008560325,2.48782987106275,1.67757590722763,2.75648567348949
0.427924404815655,1.52382821923169,1.26825870181293,2.68493223662187
0.135363639364135,2.41014840001564,1.77524521955536,2.54000840554767
0.519363756944665,1.30365583973687,1.36689431764673,2.18242701283178
-0.0791091288349335,2.05760966656613,1.35571992746903,3.09569318989453
-0.113164924313323,1.38391103038811,1.54675179587607,2.26219727213526
0.232038318103376,1.00181648141231,0.91319239961773,2.5075514190927
0.204735373186959,1.53254499063284,1.51107701097343,2.20885532827395
0.286404912980854,2.05925247847301,1.19671674908469,3.09095721986965
0.139161808814371,1.77252113028306,1.08669687778707,2.38898804642906
0.10746667257059,1.6787324003103,1.30435328860917,2.60096425084563
0.886847305626953,1.2373465293874,1.99366839614051,2.04983696411841
0.514125790084248,3.23051512104273,1.13174539365546,2.94304768890609
0.873971116639637,1.93813789729884,1.58793450518631,2.28934298926513
